SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2018/01/01 00:00:00,NSW1,74.35,77.39
2018/01/01 00:00:00,VIC1,70.84,72.51
2018/01/01 00:00:00,SA1,77.17,75.55
2018/01/01 00:00:00,QLD1,72.45,77.67
2018/01/01 00:00:00,TAS1,77.52,78.83
2018/01/02 00:00:00,QLD1,74.58,83.58
2018/01/02 00:00:00,NSW1,72.33,79.1
2018/01/02 00:00:00,TAS1,76.81,77.68
2018/01/02 00:00:00,SA1,69.46,71.79
2018/01/02 00:00:00,VIC1,68.91,73.87
2018/01/03 00:00:00,VIC1,66.74,71.86
2018/01/03 00:00:00,QLD1,65.41,70.57
2018/01/03 00:00:00,NSW1,65.04,68.82
2018/01/03 00:00:00,TAS1,80.14,79.51
2018/01/03 00:00:00,SA1,70.35,76.08
2018/01/04 00:00:00,VIC1,78.23,87.41
2018/01/04 00:00:00,SA1,84.61,96.01
2018/01/04 00:00:00,NSW1,63.81,68.73
2018/01/04 00:00:00,QLD1,65.05,71.25
2018/01/04 00:00:00,TAS1,85.18,86.24
2018/01/05 00:00:00,VIC1,87.10,97.88
2018/01/05 00:00:00,TAS1,89.88,92.37
2018/01/05 00:00:00,QLD1,65.61,70.34
2018/01/05 00:00:00,SA1,101.68,118.22
2018/01/05 00:00:00,NSW1,65.80,70.54
2018/01/06 00:00:00,SA1,75.33,N/A
2018/01/06 00:00:00,QLD1,65.21,N/A
2018/01/06 00:00:00,NSW1,67.57,N/A
2018/01/06 00:00:00,VIC1,71.35,N/A
2018/01/06 00:00:00,TAS1,74.28,N/A
2018/01/07 00:00:00,VIC1,79.85,N/A
2018/01/07 00:00:00,TAS1,83.20,N/A
2018/01/07 00:00:00,QLD1,73.41,N/A
2018/01/07 00:00:00,SA1,84.61,N/A
2018/01/07 00:00:00,NSW1,80.87,N/A
2018/01/08 00:00:00,NSW1,83.53,93.48
2018/01/08 00:00:00,QLD1,77.43,86.31
2018/01/08 00:00:00,SA1,95.13,97.94
2018/01/08 00:00:00,TAS1,88.42,89.68
2018/01/08 00:00:00,VIC1,86.67,90.64
2018/01/09 00:00:00,NSW1,74.31,79.3
2018/01/09 00:00:00,SA1,78.16,81.59
2018/01/09 00:00:00,TAS1,86.49,90.12
2018/01/09 00:00:00,QLD1,73.99,80.26
2018/01/09 00:00:00,VIC1,76.09,80.12
2018/01/10 00:00:00,QLD1,72.77,81.22
2018/01/10 00:00:00,NSW1,70.06,76.14
2018/01/10 00:00:00,TAS1,92.30,97.51
2018/01/10 00:00:00,SA1,79.96,91.53
2018/01/10 00:00:00,VIC1,78.87,87.88
2018/01/11 00:00:00,SA1,91.41,102.38
2018/01/11 00:00:00,TAS1,85.59,90.18
2018/01/11 00:00:00,VIC1,84.74,93.56
2018/01/11 00:00:00,QLD1,82.69,92.34
2018/01/11 00:00:00,NSW1,76.49,83.79
2018/01/12 00:00:00,TAS1,90.27,93.8
2018/01/12 00:00:00,SA1,92.02,93.97
2018/01/12 00:00:00,QLD1,102.48,116.55
2018/01/12 00:00:00,NSW1,88.96,97.06
2018/01/12 00:00:00,VIC1,93.28,97.81
2018/01/13 00:00:00,NSW1,68.61,N/A
2018/01/13 00:00:00,QLD1,165.92,N/A
2018/01/13 00:00:00,TAS1,81.14,N/A
2018/01/13 00:00:00,VIC1,73.37,N/A
2018/01/13 00:00:00,SA1,73.66,N/A
2018/01/14 00:00:00,QLD1,59.17,N/A
2018/01/14 00:00:00,SA1,43.47,N/A
2018/01/14 00:00:00,NSW1,55.04,N/A
2018/01/14 00:00:00,VIC1,65.61,N/A
2018/01/14 00:00:00,TAS1,85.40,N/A
2018/01/15 00:00:00,QLD1,64.97,68.14
2018/01/15 00:00:00,TAS1,90.74,91.98
2018/01/15 00:00:00,VIC1,85.40,87.12
2018/01/15 00:00:00,SA1,85.69,85.52
2018/01/15 00:00:00,NSW1,63.92,65.41
2018/01/16 00:00:00,QLD1,66.18,70.72
2018/01/16 00:00:00,NSW1,64.29,66.9
2018/01/16 00:00:00,VIC1,91.97,99.29
2018/01/16 00:00:00,SA1,92.76,103.36
2018/01/16 00:00:00,TAS1,95.59,98.57
2018/01/17 00:00:00,NSW1,70.28,73.45
2018/01/17 00:00:00,VIC1,97.64,106.72
2018/01/17 00:00:00,QLD1,67.44,71.09
2018/01/17 00:00:00,TAS1,101.29,105.77
2018/01/17 00:00:00,SA1,117.67,134.77
2018/01/18 00:00:00,TAS1,159.57,112.43
2018/01/18 00:00:00,QLD1,74.57,82.73
2018/01/18 00:00:00,SA1,1074.12,1669.2
2018/01/18 00:00:00,NSW1,77.59,85.9
2018/01/18 00:00:00,VIC1,905.22,1401.92
2018/01/19 00:00:00,VIC1,522.66,786.8
2018/01/19 00:00:00,NSW1,76.78,85.04
2018/01/19 00:00:00,QLD1,69.59,76.19
2018/01/19 00:00:00,TAS1,42.20,.21
2018/01/19 00:00:00,SA1,1011.67,1567.61
2018/01/20 00:00:00,QLD1,48.36,N/A
2018/01/20 00:00:00,VIC1,93.62,N/A
2018/01/20 00:00:00,TAS1,100.19,N/A
2018/01/20 00:00:00,SA1,99.45,N/A
2018/01/20 00:00:00,NSW1,73.64,N/A
2018/01/21 00:00:00,NSW1,82.41,N/A
2018/01/21 00:00:00,QLD1,74.62,N/A
2018/01/21 00:00:00,SA1,157.56,N/A
2018/01/21 00:00:00,TAS1,118.79,N/A
2018/01/21 00:00:00,VIC1,116.54,N/A
2018/01/22 00:00:00,NSW1,88.92,102.87
2018/01/22 00:00:00,QLD1,76.23,85.96
2018/01/22 00:00:00,SA1,128.25,125.27
2018/01/22 00:00:00,VIC1,115.18,114.19
2018/01/22 00:00:00,TAS1,209.93,261.7
2018/01/23 00:00:00,SA1,106.98,116.2
2018/01/23 00:00:00,TAS1,101.44,107.58
2018/01/23 00:00:00,QLD1,76.96,87.2
2018/01/23 00:00:00,VIC1,100.46,108.07
2018/01/23 00:00:00,NSW1,84.03,95.13
2018/01/24 00:00:00,QLD1,83.72,93.08
2018/01/24 00:00:00,VIC1,101.95,106.18
2018/01/24 00:00:00,SA1,108.02,113.49
2018/01/24 00:00:00,TAS1,100.93,104.32
2018/01/24 00:00:00,NSW1,91.83,102.93
2018/01/25 00:00:00,QLD1,83.80,87.11
2018/01/25 00:00:00,SA1,154.90,188.49
2018/01/25 00:00:00,VIC1,141.76,170.68
2018/01/25 00:00:00,NSW1,86.27,89.33
2018/01/25 00:00:00,TAS1,97.45,99.36
2018/01/26 00:00:00,NSW1,77.02,83.98
2018/01/26 00:00:00,QLD1,70.68,77.72
2018/01/26 00:00:00,VIC1,90.79,99.92
2018/01/26 00:00:00,TAS1,95.22,98.08
2018/01/26 00:00:00,SA1,97.20,108.92
2018/01/27 00:00:00,TAS1,75.27,N/A
2018/01/27 00:00:00,NSW1,85.95,N/A
2018/01/27 00:00:00,SA1,112.64,N/A
2018/01/27 00:00:00,VIC1,99.75,N/A
2018/01/27 00:00:00,QLD1,75.47,N/A
2018/01/28 00:00:00,NSW1,80.43,N/A
2018/01/28 00:00:00,TAS1,249.76,N/A
2018/01/28 00:00:00,VIC1,247.29,N/A
2018/01/28 00:00:00,SA1,265.19,N/A
2018/01/28 00:00:00,QLD1,69.36,N/A
2018/01/29 00:00:00,QLD1,79.76,88.53
2018/01/29 00:00:00,TAS1,89.43,81.74
2018/01/29 00:00:00,SA1,105.92,101.2
2018/01/29 00:00:00,NSW1,88.86,98.68
2018/01/29 00:00:00,VIC1,104.46,106.09
2018/01/30 00:00:00,SA1,50.22,45.75
2018/01/30 00:00:00,QLD1,80.18,92.12
2018/01/30 00:00:00,NSW1,87.85,101.39
2018/01/30 00:00:00,VIC1,76.99,86.9
2018/01/30 00:00:00,TAS1,86.14,89.41
2018/01/31 00:00:00,NSW1,69.77,74.76
2018/01/31 00:00:00,SA1,36.23,48.39
2018/01/31 00:00:00,QLD1,71.12,78.33
2018/01/31 00:00:00,VIC1,64.61,71.04
2018/01/31 00:00:00,TAS1,77.36,81.49
