C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2023/03/07,00:00:12,0000000382162100,,0000000382162077
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",NEM,543217.73938316,337200.68247567,0.620700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",NSW1,187540.02757179,119166.18517168,0.635400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",QLD1,151082.93247490,109351.42326302,0.723800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",SA1,35757.85807250,7382.51984940,0.206500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",TAS1,34345.70676229,0.00000000,0.000000
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/03 00:00:00",VIC1,134491.21450168,101300.55419157,0.753200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",NEM,600605.51453665,369004.20643971,0.614400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",NSW1,208211.10695406,133717.51161557,0.642200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",QLD1,170525.09514381,125605.43281749,0.736600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",SA1,42803.12111208,7274.14430654,0.169900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",TAS1,37145.38549811,140.85407826,0.003800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/04 00:00:00",VIC1,141920.80582859,102266.26362185,0.720600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/05 00:00:00",NEM,607609.68287189,376446.03869588,0.619600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/05 00:00:00",NSW1,216656.17784770,134693.94314009,0.621700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2022,28,16,"2022/07/05 00:00:00",QLD1,176522.80584841,127481.25048786,0.722200
