YEAR,MONTHNUMBER,MONTH,REGIONID,AVGRRP,PEAKRRP
2017,2017/07/31 00:00:00,JULY,NSW1,91.13,100.78
2017,2017/07/31 00:00:00,JULY,QLD1,77.60,85.94
2017,2017/07/31 00:00:00,JULY,SA1,113.48,126.09
2017,2017/07/31 00:00:00,JULY,TAS1,116.03,125.08
2017,2017/07/31 00:00:00,JULY,VIC1,117.38,129.67
2017,2017/08/31 00:00:00,AUGUST,NSW1,102.15,109
2017,2017/08/31 00:00:00,AUGUST,QLD1,81.68,89.39
2017,2017/08/31 00:00:00,AUGUST,SA1,105.38,124.52
2017,2017/08/31 00:00:00,AUGUST,TAS1,97.21,109.03
2017,2017/08/31 00:00:00,AUGUST,VIC1,102.57,116.97
2017,2017/09/30 00:00:00,SEPTEMBER,NSW1,87.24,91.17
2017,2017/09/30 00:00:00,SEPTEMBER,QLD1,80.54,86.96
2017,2017/09/30 00:00:00,SEPTEMBER,SA1,73.59,80.07
2017,2017/09/30 00:00:00,SEPTEMBER,TAS1,73.58,81.70
2017,2017/09/30 00:00:00,SEPTEMBER,VIC1,79.43,89.10
2017,2017/10/31 00:00:00,OCTOBER,NSW1,82.18,89.32
2017,2017/10/31 00:00:00,OCTOBER,QLD1,78.22,88.73
2017,2017/10/31 00:00:00,OCTOBER,SA1,69.36,76.17
2017,2017/10/31 00:00:00,OCTOBER,TAS1,68.66,75.29
2017,2017/10/31 00:00:00,OCTOBER,VIC1,73.31,81.72
2017,2017/11/30 00:00:00,NOVEMBER,NSW1,78.78,86.60
2017,2017/11/30 00:00:00,NOVEMBER,QLD1,65.37,72.09
2017,2017/11/30 00:00:00,NOVEMBER,SA1,90.72,109.40
2017,2017/11/30 00:00:00,NOVEMBER,TAS1,94.03,105.28
2017,2017/11/30 00:00:00,NOVEMBER,VIC1,95.54,111.45
2017,2017/12/31 00:00:00,DECEMBER,NSW1,76.56,87.20
2017,2017/12/31 00:00:00,DECEMBER,QLD1,71.53,81.27
2017,2017/12/31 00:00:00,DECEMBER,SA1,83.51,93.18
2017,2017/12/31 00:00:00,DECEMBER,TAS1,90.96,106.80
2017,2017/12/31 00:00:00,DECEMBER,VIC1,84.85,97.20
2018,2018/01/31 00:00:00,JANUARY,NSW1,76.02,83.48
2018,2018/01/31 00:00:00,JANUARY,QLD1,75.78,82.13
2018,2018/01/31 00:00:00,JANUARY,SA1,158.76,231.01
2018,2018/01/31 00:00:00,JANUARY,TAS1,98.97,96.02
2018,2018/01/31 00:00:00,JANUARY,VIC1,133.48,182.54
2018,2018/02/28 00:00:00,FEBRUARY,NSW1,72.79,79.85
2018,2018/02/28 00:00:00,FEBRUARY,QLD1,71.84,82.76
2018,2018/02/28 00:00:00,FEBRUARY,SA1,109.17,142.88
2018,2018/02/28 00:00:00,FEBRUARY,TAS1,89.27,89.25
2018,2018/02/28 00:00:00,FEBRUARY,VIC1,97.43,123.66
