"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2024.10.08","X09.36.28","X001728344188369","MONTHLY_ARCHIVE","X001728344188369.1"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","ADPBA1G","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","ADPBA1L","0.266",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","ADPPV1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","AGLHAL","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","AGLSOM","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","ANGAST1","-0.1",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","ARWF1","160",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","AVLSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BALB1","-0.63",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BALDHWF1","91.264",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BANGOWF1","125.99557",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BANGOWF2","81.29832",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BANN1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BARCALDN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BARCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BARKIPS1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BARRON-1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BARRON-2","25.4",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BASTYAN","23.7",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BBATRYL1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BBATTERY","-1.15335",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BBTHREE1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BBTHREE2","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BBTHREE3","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BDL01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BDL02","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BERYLSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BHB1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BLOWERNG","31.6",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BLUEGSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BLUFF1","35.3",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BLYTHB1","-0.16",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BNGSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BNGSF2","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOCORWF1","101.03",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BODWF1","14.46214",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOLIVPS1","0.00001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOMENSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOWWBA1G","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOWWBA1L","0.064",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BOWWPV1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR2","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR3","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR5","0.18128",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR6","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRAEMAR7","0.20142",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BROKENH1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRYB1WF1","173.04646",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BRYB2WF2","98.97307",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BULBESG1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BULBESL1","2.49",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BULGANA1","60.11",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BUTLERSG","-0.000002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BW01","654.83179",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BW02","665.79382",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BW03","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BW04","673.28906",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","BWTR1","4.287",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CALL_B_1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CALL_B_2","209.5",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CAPBES1G","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CAPBES1L","1.05",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CAPTL_WF","124.712845",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CATHROCK","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CBWWBA1G","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CBWWBA1L","0.04",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CETHANA","3.8215",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CG1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CG2","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CG3","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CG4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CHALLHWF","48.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CHBESSG1","-0.86971",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CHBESSL1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CHILDSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CHYTWF1","56.51",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CLARESF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CLEMGPWF","49.84822",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CLERMSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CLOVER","-2",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CLUNY","2.21973",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CNUNDAWF","41.44835",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","COHUNSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","COLEASF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","COLUMSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","COLWF01","211.2459",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CONDONG1","19.74",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","COOPGWF1","9.33",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CPP_3","390.77499",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CPP_4","124.85001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CPSA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CROOKWF2","6.30625",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CROOKWF3","7.05074",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CROWLWF1","78.24998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CRURWF1","84.29626",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CRWASF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CSPVPS1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/09/01 00:05:00","CTHLWF1","116.50874",NA,NA,NA
