C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2019/10/05,00:00:02,0000000313641348,,0000000313641324
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",NEM,480826.26517384,351974.87624479,0.7320
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",NSW1,156553.26811276,123438.63727744,0.7885
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",QLD1,154025.29740208,119667.18066889,0.7769
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",SA1,29388.322271,12040.29623339,0.4097
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",TAS1,30813.64404001,1.64243109,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/25 00:00:00",VIC1,110045.73334799,96827.11963398,0.8799
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",NEM,540283.32706068,398431.22748290,0.7374
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",NSW1,180862.595348,141699.55169801,0.7835
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",QLD1,168091.54262167,125767.24548980,0.7482
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",SA1,34879.232556,18166.14075251,0.5208
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",TAS1,31823.03887401,1.64270631,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/26 00:00:00",VIC1,124626.917661,112796.64683627,0.9051
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",NEM,539029.74707407,396312.97498732,0.7352
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",NSW1,180721.247366,140295.20944187,0.7763
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",QLD1,170179.80660107,128522.59989699,0.7552
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",SA1,32656.978026,15949.52415181,0.4884
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",TAS1,30986.756860,1.64070637,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/27 00:00:00",VIC1,124484.958221,111544.00079028,0.8960
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",NEM,554392.09982635,392696.87684716,0.7083
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",NSW1,177196.19818850,138880.18540215,0.7838
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",QLD1,171927.91691885,130417.03904881,0.7586
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",SA1,43996.295238,15185.76543319,0.3452
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",TAS1,32050.48436401,257.26896386,0.0080
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/28 00:00:00",VIC1,129221.20511699,107956.61799915,0.8354
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",NEM,569502.81898025,405580.54538912,0.7122
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",NSW1,193866.883058,145457.67696792,0.7503
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",QLD1,175154.79794624,133071.66024404,0.7597
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",SA1,44582.69010501,16989.41963390,0.3811
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",TAS1,32425.692508,1.64323101,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/29 00:00:00",VIC1,123472.755363,110060.14531225,0.8914
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",NEM,555823.14781736,394454.56971140,0.7097
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",NSW1,194490.459706,146066.15951781,0.7510
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",QLD1,168457.38695733,127654.29460608,0.7578
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",SA1,42727.511257,11802.92355602,0.2762
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",TAS1,32495.18436601,1.64363085,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/30 00:00:00",VIC1,117652.60553102,108929.54840064,0.9259
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",NEM,496380.66165748,346296.45685602,0.6976
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",NSW1,159571.287812,126309.55557368,0.7916
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",QLD1,155362.32237049,118964.24676749,0.7657
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",SA1,40637.61619499,7390.24755363,0.1819
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",TAS1,30696.485324,1.64100664,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,35,9,"2019/08/31 00:00:00",VIC1,110112.949956,93630.76595458,0.8503
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,36,10,"2019/09/01 00:00:00",NEM,472453.36390314,335868.48073139,0.7109
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,36,10,"2019/09/01 00:00:00",NSW1,150730.85444750,120156.07934146,0.7972
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,36,10,"2019/09/01 00:00:00",QLD1,151181.33423066,118356.91465371,0.7829
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,36,10,"2019/09/01 00:00:00",SA1,35021.773543,9859.40227508,0.2815
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,36,10,"2019/09/01 00:00:00",TAS1,30928.53812399,1.64138137,0.0001
