YEAR,MONTHNUMBER,MONTH,REGIONID,AVGRRP,PEAKRRP
2021,2021/07/31 00:00:00,JULY,NSW1,124.01000000,
2021,2021/07/31 00:00:00,JULY,QLD1,135.08000000,
2021,2021/07/31 00:00:00,JULY,SA1,91.19000000,
2021,2021/07/31 00:00:00,JULY,TAS1,38.15000000,
2021,2021/07/31 00:00:00,JULY,VIC1,91.72000000,
2021,2021/08/31 00:00:00,AUGUST,NSW1,60.15000000,
2021,2021/08/31 00:00:00,AUGUST,QLD1,53.55000000,
2021,2021/08/31 00:00:00,AUGUST,SA1,43.44000000,
2021,2021/08/31 00:00:00,AUGUST,TAS1,21.46000000,
2021,2021/08/31 00:00:00,AUGUST,VIC1,47.00000000,
2021,2021/09/30 00:00:00,SEPTEMBER,NSW1,48.90000000,
2021,2021/09/30 00:00:00,SEPTEMBER,QLD1,51.22000000,
2021,2021/09/30 00:00:00,SEPTEMBER,SA1,18.77000000,
2021,2021/09/30 00:00:00,SEPTEMBER,TAS1,16.52000000,
2021,2021/09/30 00:00:00,SEPTEMBER,VIC1,27.72000000,
2021,2021/10/31 00:00:00,OCTOBER,NSW1,57.12000000,59.10000000
2021,2021/10/31 00:00:00,OCTOBER,QLD1,66.48000000,80.58000000
2021,2021/10/31 00:00:00,OCTOBER,SA1,14.54000000,9.63000000
2021,2021/10/31 00:00:00,OCTOBER,TAS1,9.38000000,9.68000000
2021,2021/10/31 00:00:00,OCTOBER,VIC1,18.46000000,15.04000000
2021,2021/11/30 00:00:00,NOVEMBER,NSW1,64.44000000,72.48000000
2021,2021/11/30 00:00:00,NOVEMBER,QLD1,96.55000000,132.36000000
2021,2021/11/30 00:00:00,NOVEMBER,SA1,37.69000000,43.67000000
2021,2021/11/30 00:00:00,NOVEMBER,TAS1,31.76000000,33.48000000
2021,2021/11/30 00:00:00,NOVEMBER,VIC1,35.02000000,40.75000000
2021,2021/12/31 00:00:00,DECEMBER,NSW1,67.96000000,69.23000000
2021,2021/12/31 00:00:00,DECEMBER,QLD1,128.61000000,183.16000000
2021,2021/12/31 00:00:00,DECEMBER,SA1,70.32000000,93.78000000
2021,2021/12/31 00:00:00,DECEMBER,TAS1,49.85000000,50.70000000
2021,2021/12/31 00:00:00,DECEMBER,VIC1,32.23000000,30.93000000
2022,2022/01/31 00:00:00,JANUARY,NSW1,77.17000000,81.24000000
2022,2022/01/31 00:00:00,JANUARY,QLD1,139.90000000,190.01000000
2022,2022/01/31 00:00:00,JANUARY,SA1,88.94000000,120.27000000
2022,2022/01/31 00:00:00,JANUARY,TAS1,62.54000000,66.74000000
2022,2022/01/31 00:00:00,JANUARY,VIC1,60.82000000,75.05000000
2022,2022/02/28 00:00:00,FEBRUARY,NSW1,83.03000000,92.35000000
2022,2022/02/28 00:00:00,FEBRUARY,QLD1,162.72000000,257.02000000
2022,2022/02/28 00:00:00,FEBRUARY,SA1,54.22000000,44.01000000
2022,2022/02/28 00:00:00,FEBRUARY,TAS1,72.21000000,78.07000000
2022,2022/02/28 00:00:00,FEBRUARY,VIC1,54.17000000,48.46000000
2022,2022/03/31 00:00:00,MARCH,NSW1,100.68000000,104.53000000
2022,2022/03/31 00:00:00,MARCH,QLD1,147.20000000,196.67000000
2022,2022/03/31 00:00:00,MARCH,SA1,67.00000000,67.80000000
2022,2022/03/31 00:00:00,MARCH,TAS1,74.83000000,78.65000000
2022,2022/03/31 00:00:00,MARCH,VIC1,54.78000000,56.21000000
2022,2022/04/30 00:00:00,APRIL,NSW1,186.87000000,203.84000000
2022,2022/04/30 00:00:00,APRIL,QLD1,219.76000000,265.60000000
2022,2022/04/30 00:00:00,APRIL,SA1,152.36000000,168.30000000
2022,2022/04/30 00:00:00,APRIL,TAS1,141.27000000,164.79000000
2022,2022/04/30 00:00:00,APRIL,VIC1,141.51000000,167.79000000
2022,2022/05/31 00:00:00,MAY,NSW1,320.48000000,385.04000000
2022,2022/05/31 00:00:00,MAY,QLD1,347.28000000,415.02000000
2022,2022/05/31 00:00:00,MAY,SA1,312.30000000,400.30000000
2022,2022/05/31 00:00:00,MAY,TAS1,217.19000000,241.85000000
2022,2022/05/31 00:00:00,MAY,VIC1,233.64000000,264.05000000
2022,2022/06/30 00:00:00,JUNE,NSW1,398.04000000,440.30000000
2022,2022/06/30 00:00:00,JUNE,QLD1,400.23000000,434.78000000
2022,2022/06/30 00:00:00,JUNE,SA1,302.59000000,349.05000000
2022,2022/06/30 00:00:00,JUNE,TAS1,286.75000000,382.13000000
2022,2022/06/30 00:00:00,JUNE,VIC1,296.49000000,375.27000000
