"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2024.03.07","X09.00.22","X0000000413028868","X","X0000000413028821"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","MLSP1","0.0310",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","MLWF1","5.8650",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","PIONEER","-0.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","PORTWF","55.299999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","REPULSE","7.162585",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","RPCG","12.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","RUBICON","0.81",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","SHOAL1","19.9750",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","WAUBRAWF","167.781998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","WOOLNTH1","128.139999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","YAMBUKWF","19.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:30:00","YSWF1","22.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","BARCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","BUTLERSG","9.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","BWTR1","14.8616",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CAPTL_WF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CHALLHWF","20.10",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CLOVER","-0.11",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CLUNY","4.610209",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CONDONG1","-0.73",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","CULLRGWF","12.37",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","DIAPURWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","GB01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","GERMCRK","15.5920",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","HUGSF1","-0.1480",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","KEPBG1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","LRSF1","-0.03",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","MBAHNTH","46.181244",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","MLSP1","0.0310",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","MLWF1","5.1150",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","PIONEER","-0.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","PORTWF","43.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","REPULSE","7.047837",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","RPCG","12.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/02/02 03:40:00","RUBICON","0.72",NA,NA,NA
