C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2020/11/07,00:14:21,0000000331348651,,0000000331348624
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",NEM,434152.64959467,293558.69590774,0.6762
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",NSW1,137481.429668,103459.76752475,0.7525
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",QLD1,137313.56502966,101525.66198057,0.7394
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",SA1,27466.020065,3458.21424641,0.1259
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",TAS1,21544.551233,1.63933171,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/20 00:00:00",VIC1,110347.08359901,85113.41282430,0.7713
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",NEM,469070.26000633,308188.06153874,0.6570
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",NSW1,158696.416876,112861.19260694,0.7112
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",QLD1,142371.97611532,103542.99986023,0.7273
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",SA1,34144.899373,3740.24180388,0.1095
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",TAS1,22679.82395701,1.63968145,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/21 00:00:00",VIC1,111177.143685,88041.98758624,0.7919
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",NEM,480026.55050018,304473.18491737,0.6343
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",NSW1,153744.410704,104957.56104852,0.6827
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",QLD1,146769.38090818,108475.36617918,0.7391
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",SA1,38875.342623,4900.68092647,0.1261
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",TAS1,25153.654383,1.56131029,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/22 00:00:00",VIC1,115483.761882,86138.01545291,0.7459
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/23 00:00:00",NEM,485840.65421101,316734.57906577,0.6519
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/23 00:00:00",NSW1,159234.341821,110913.77364640,0.6965
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,39,8,"2020/09/23 00:00:00",QLD1,146971.405663,110358.53307306,0.7509
