SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2024/08/01 00:00:00,NSW1,168.28000000,153.66000000
2024/08/01 00:00:00,TAS1,209.23000000,195.91000000
2024/08/01 00:00:00,SA1,100.22000000,80.54000000
2024/08/01 00:00:00,QLD1,134.48000000,99.42000000
2024/08/01 00:00:00,VIC1,177.66000000,159.73000000
2024/08/02 00:00:00,SA1,93.15000000,114.34000000
2024/08/02 00:00:00,VIC1,82.90000000,107.63000000
2024/08/02 00:00:00,NSW1,227.27000000,272.60000000
2024/08/02 00:00:00,QLD1,211.60000000,244.56000000
2024/08/02 00:00:00,TAS1,123.74000000,137.59000000
2024/08/03 00:00:00,TAS1,209.96000000,N/A
2024/08/03 00:00:00,NSW1,168.45000000,N/A
2024/08/03 00:00:00,SA1,182.95000000,N/A
2024/08/03 00:00:00,QLD1,135.93000000,N/A
2024/08/03 00:00:00,VIC1,190.94000000,N/A
2024/08/04 00:00:00,TAS1,219.15000000,N/A
2024/08/04 00:00:00,QLD1,163.29000000,N/A
2024/08/04 00:00:00,VIC1,218.50000000,N/A
2024/08/04 00:00:00,SA1,228.90000000,N/A
2024/08/04 00:00:00,NSW1,199.07000000,N/A
2024/08/05 00:00:00,SA1,1635.54000000,2441.07000000
2024/08/05 00:00:00,NSW1,2145.49000000,3284.17000000
2024/08/05 00:00:00,VIC1,2164.94000000,3307.97000000
2024/08/05 00:00:00,QLD1,1039.84000000,1528.72000000
2024/08/05 00:00:00,TAS1,943.31000000,1360.73000000
2024/08/06 00:00:00,NSW1,148.84000000,143.74000000
2024/08/06 00:00:00,VIC1,123.47000000,109.27000000
2024/08/06 00:00:00,QLD1,148.04000000,143.03000000
2024/08/06 00:00:00,SA1,859.15000000,1168.56000000
2024/08/06 00:00:00,TAS1,142.53000000,136.61000000
2024/08/07 00:00:00,TAS1,142.62000000,149.32000000
2024/08/07 00:00:00,NSW1,131.84000000,128.97000000
2024/08/07 00:00:00,SA1,125.35000000,89.26000000
2024/08/07 00:00:00,VIC1,119.17000000,123.02000000
2024/08/07 00:00:00,QLD1,130.52000000,125.73000000
2024/08/08 00:00:00,QLD1,117.33000000,116.27000000
2024/08/08 00:00:00,TAS1,88.24000000,117.95000000
2024/08/08 00:00:00,SA1,65.41000000,90.86000000
2024/08/08 00:00:00,NSW1,118.10000000,118.03000000
2024/08/08 00:00:00,VIC1,65.67000000,90.29000000
2024/08/09 00:00:00,QLD1,138.37000000,137.26000000
2024/08/09 00:00:00,VIC1,189.74000000,185.96000000
2024/08/09 00:00:00,TAS1,162.80000000,146.84000000
2024/08/09 00:00:00,NSW1,148.21000000,148.53000000
2024/08/09 00:00:00,SA1,190.90000000,180.15000000
2024/08/10 00:00:00,TAS1,161.05000000,N/A
2024/08/10 00:00:00,VIC1,155.63000000,N/A
2024/08/10 00:00:00,SA1,148.92000000,N/A
2024/08/10 00:00:00,NSW1,129.63000000,N/A
2024/08/10 00:00:00,QLD1,109.55000000,N/A
2024/08/11 00:00:00,VIC1,147.13000000,N/A
2024/08/11 00:00:00,QLD1,118.29000000,N/A
2024/08/11 00:00:00,TAS1,166.11000000,N/A
2024/08/11 00:00:00,NSW1,122.66000000,N/A
2024/08/11 00:00:00,SA1,130.83000000,N/A
2024/08/12 00:00:00,VIC1,84.30000000,92.73000000
2024/08/12 00:00:00,TAS1,118.80000000,121.44000000
2024/08/12 00:00:00,NSW1,151.98000000,172.02000000
2024/08/12 00:00:00,SA1,72.33000000,76.52000000
2024/08/12 00:00:00,QLD1,164.48000000,189.12000000
2024/08/13 00:00:00,VIC1,61.92000000,68.56000000
2024/08/13 00:00:00,NSW1,138.96000000,157.41000000
2024/08/13 00:00:00,QLD1,143.72000000,163.71000000
2024/08/13 00:00:00,SA1,62.36000000,67.39000000
2024/08/13 00:00:00,TAS1,101.33000000,108.38000000
2024/08/14 00:00:00,NSW1,142.28000000,159.64000000
2024/08/14 00:00:00,TAS1,133.12000000,139.47000000
2024/08/14 00:00:00,VIC1,100.65000000,106.61000000
2024/08/14 00:00:00,QLD1,136.72000000,149.59000000
2024/08/14 00:00:00,SA1,89.59000000,87.46000000
2024/08/15 00:00:00,QLD1,106.11000000,82.48000000
2024/08/15 00:00:00,VIC1,49.37000000,54.62000000
2024/08/15 00:00:00,SA1,38.05000000,36.70000000
2024/08/15 00:00:00,NSW1,208.44000000,248.35000000
2024/08/15 00:00:00,TAS1,99.09000000,112.24000000
2024/08/16 00:00:00,NSW1,129.08000000,124.77000000
2024/08/16 00:00:00,TAS1,126.73000000,150.84000000
2024/08/16 00:00:00,QLD1,115.43000000,101.46000000
2024/08/16 00:00:00,VIC1,93.74000000,114.20000000
2024/08/16 00:00:00,SA1,52.80000000,47.56000000
2024/08/17 00:00:00,NSW1,72.56000000,N/A
2024/08/17 00:00:00,TAS1,139.75000000,N/A
2024/08/17 00:00:00,QLD1,58.97000000,N/A
2024/08/17 00:00:00,VIC1,101.92000000,N/A
