C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2019/03/02,00:00:15,0000000304980092,,0000000304980068
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",NEM,445386.17038667,334171.35642452,0.7503
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",NSW1,159382.106555,127709.90067521,0.8013
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",QLD1,146318.86884868,118869.73685719,0.8124
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",SA1,24840.485665,9597.66901213,0.3864
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",TAS1,31502.21289799,178.21384143,0.0057
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/25 00:00:00",VIC1,83342.496420,77815.83603856,0.9337
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",NEM,495128.33193506,382899.93868470,0.7733
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",NSW1,180076.323497,149984.33775581,0.8329
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",QLD1,160122.66926306,129340.67398109,0.8078
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",SA1,28682.274827,12781.84794423,0.4456
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",TAS1,33978.536945,607.13191810,0.0179
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/26 00:00:00",VIC1,92268.527403,90185.94708547,0.9774
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",NEM,505051.73355231,391264.47168623,0.7747
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",NSW1,179934.707061,151137.22337407,0.84
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",QLD1,163601.89402532,135322.84460515,0.8271
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",SA1,32243.084834,10509.07711135,0.3259
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",TAS1,29612.501488,408.53150170,0.0138
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/27 00:00:00",VIC1,99659.54614399,93886.79509396,0.9421
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",NEM,519274.95059250,387394.67764174,0.7460
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",NSW1,182329.976610,143089.60497019,0.7848
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",QLD1,172322.82776050,137613.19513260,0.7986
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",SA1,33780.22125499,9191.54817453,0.2721
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",TAS1,26938.057537,188.72683945,0.0070
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/28 00:00:00",VIC1,103903.86743001,97311.60252497,0.9366
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",NEM,501567.37417693,386398.93674023,0.7704
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",NSW1,172729.55084201,137099.38403808,0.7937
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",QLD1,167463.63199192,135867.02012045,0.8113
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",SA1,28428.166809,12423.42904126,0.4370
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",TAS1,33719.76242799,470.77966802,0.0140
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/29 00:00:00",VIC1,99226.26210601,100538.32387242,1.0132
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",NEM,496398.30754560,382414.89004721,0.7704
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",NSW1,167202.531585,133399.62014409,0.7978
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",QLD1,167459.97116759,133275.49219424,0.7959
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",SA1,29010.99844199,12845.38874134,0.4428
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",TAS1,32741.24825801,284.07890968,0.0087
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/11/30 00:00:00",VIC1,99983.55809301,102610.31005786,1.0263
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",NEM,486052.43530819,355913.85303568,0.7323
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",NSW1,150471.786133,120467.33008656,0.8006
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",QLD1,160301.50552918,130301.60537067,0.8129
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",SA1,39059.316187,5465.18981622,0.1399
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",TAS1,28081.545423,1.63274842,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,48,10,"2018/12/01 00:00:00",VIC1,108138.28203601,99678.09501381,0.9218
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",NEM,485681.58720567,348031.59614981,0.7166
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",NSW1,153286.868579,113770.62878961,0.7422
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",QLD1,168152.24985067,136890.31778104,0.8141
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",SA1,35200.299601,3819.33181376,0.1085
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",TAS1,21842.209754,1.63314857,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/02 00:00:00",VIC1,107199.959421,93549.68461683,0.8727
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",NEM,516242.04011115,379199.92239416,0.7345
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",NSW1,174167.641459,135493.44234838,0.7779
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",QLD1,168192.53500017,137527.55008999,0.8177
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",SA1,25337.213336,5566.05128365,0.2197
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",TAS1,33998.30302199,131.86000039,0.0039
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/03 00:00:00",VIC1,114546.34729399,100481.01867175,0.8772
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",NEM,509736.29076222,393031.09212889,0.7710
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",NSW1,171577.861746,136597.70579639,0.7961
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",QLD1,172569.40631522,139980.68696857,0.8112
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",SA1,23706.044007,9712.69197180,0.4097
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",TAS1,36558.884918,416.57641858,0.0114
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/04 00:00:00",VIC1,105324.093776,106323.43097355,1.0095
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",NEM,501908.33577366,380231.15154275,0.7576
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",NSW1,174806.12119701,137368.90136740,0.7858
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",QLD1,157078.77988967,127928.64062062,0.8144
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",SA1,31598.15504199,10311.15775383,0.3263
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",TAS1,33495.376779,14.85497681,0.0004
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/05 00:00:00",VIC1,104929.90286599,104607.59682409,0.9969
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",NEM,536182.19356182,399053.32165595,0.7442
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",NSW1,183455.38195999,147415.84577024,0.8036
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",QLD1,154070.88447684,127397.99960042,0.8269
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",SA1,41701.47762399,16366.25640542,0.3925
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",TAS1,32238.153713,1.60801960,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/06 00:00:00",VIC1,124716.295788,107871.61186027,0.8649
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/07 00:00:00",NEM,559780.31468668,400918.62482704,0.7162
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/07 00:00:00",NSW1,179000.17700599,144294.05756678,0.8061
D,BILLING,BILLING_CO2E_PUBLICATION,1,2018,49,9,"2018/12/07 00:00:00",QLD1,154640.34179870,128735.49468245,0.8325
