SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2024/12/01 00:00:00,QLD1,125.93000000,N/A
2024/12/01 00:00:00,TAS1,53.68000000,N/A
2024/12/01 00:00:00,SA1,37.49000000,N/A
2024/12/01 00:00:00,NSW1,117.48000000,N/A
2024/12/01 00:00:00,VIC1,41.32000000,N/A
2024/12/02 00:00:00,TAS1,83.18000000,72.44000000
2024/12/02 00:00:00,NSW1,639.66000000,951.79000000
2024/12/02 00:00:00,VIC1,88.28000000,74.15000000
2024/12/02 00:00:00,QLD1,575.15000000,844.66000000
2024/12/02 00:00:00,SA1,79.53000000,61.33000000
2024/12/03 00:00:00,TAS1,175.65000000,81.11000000
2024/12/03 00:00:00,SA1,66.32000000,30.37000000
2024/12/03 00:00:00,NSW1,365.47000000,508.12000000
2024/12/03 00:00:00,QLD1,161.73000000,176.03000000
2024/12/03 00:00:00,VIC1,71.36000000,40.76000000
2024/12/04 00:00:00,TAS1,108.49000000,109.31000000
2024/12/04 00:00:00,VIC1,93.50000000,83.21000000
2024/12/04 00:00:00,QLD1,134.57000000,135.53000000
2024/12/04 00:00:00,NSW1,110.87000000,103.71000000
2024/12/04 00:00:00,SA1,94.23000000,83.89000000
2024/12/05 00:00:00,NSW1,129.89000000,145.24000000
2024/12/05 00:00:00,TAS1,111.16000000,116.83000000
2024/12/05 00:00:00,SA1,334.91000000,478.33000000
2024/12/05 00:00:00,VIC1,134.71000000,157.72000000
2024/12/05 00:00:00,QLD1,140.70000000,158.83000000
2024/12/06 00:00:00,VIC1,125.68000000,128.19000000
2024/12/06 00:00:00,QLD1,116.12000000,106.11000000
2024/12/06 00:00:00,SA1,129.81000000,131.91000000
2024/12/06 00:00:00,TAS1,121.52000000,124.71000000
2024/12/06 00:00:00,NSW1,358.72000000,496.27000000
2024/12/07 00:00:00,VIC1,36.10000000,N/A
2024/12/07 00:00:00,NSW1,111.05000000,N/A
2024/12/07 00:00:00,SA1,35.26000000,N/A
2024/12/07 00:00:00,QLD1,118.06000000,N/A
2024/12/07 00:00:00,TAS1,40.46000000,N/A
2024/12/08 00:00:00,TAS1,18.92000000,N/A
2024/12/08 00:00:00,VIC1,16.29000000,N/A
2024/12/08 00:00:00,SA1,20.05000000,N/A
2024/12/08 00:00:00,QLD1,196.43000000,N/A
2024/12/08 00:00:00,NSW1,85.78000000,N/A
2024/12/09 00:00:00,VIC1,108.58000000,84.85000000
2024/12/09 00:00:00,SA1,111.41000000,85.27000000
2024/12/09 00:00:00,TAS1,101.31000000,81.91000000
2024/12/09 00:00:00,NSW1,149.64000000,144.00000000
2024/12/09 00:00:00,QLD1,176.20000000,174.29000000
2024/12/10 00:00:00,NSW1,123.59000000,99.15000000
2024/12/10 00:00:00,SA1,79.06000000,38.55000000
2024/12/10 00:00:00,TAS1,88.16000000,63.91000000
2024/12/10 00:00:00,QLD1,149.09000000,134.94000000
2024/12/10 00:00:00,VIC1,79.16000000,41.34000000
2024/12/11 00:00:00,SA1,55.72000000,6.28000000
2024/12/11 00:00:00,NSW1,118.25000000,93.74000000
2024/12/11 00:00:00,VIC1,52.50000000,4.07000000
2024/12/11 00:00:00,TAS1,64.09000000,33.52000000
2024/12/11 00:00:00,QLD1,145.60000000,121.01000000
2024/12/12 00:00:00,NSW1,278.70000000,333.08000000
2024/12/12 00:00:00,QLD1,271.67000000,313.01000000
2024/12/12 00:00:00,SA1,103.53000000,61.89000000
2024/12/12 00:00:00,VIC1,101.05000000,65.54000000
2024/12/12 00:00:00,TAS1,83.41000000,66.42000000
2024/12/13 00:00:00,NSW1,191.22000000,186.32000000
2024/12/13 00:00:00,QLD1,196.23000000,189.31000000
2024/12/13 00:00:00,VIC1,107.09000000,72.66000000
2024/12/13 00:00:00,TAS1,99.19000000,85.60000000
2024/12/13 00:00:00,SA1,104.34000000,64.63000000
2024/12/14 00:00:00,QLD1,174.28000000,N/A
2024/12/14 00:00:00,VIC1,122.93000000,N/A
2024/12/14 00:00:00,SA1,119.44000000,N/A
2024/12/14 00:00:00,NSW1,172.81000000,N/A
2024/12/14 00:00:00,TAS1,123.75000000,N/A
2024/12/15 00:00:00,QLD1,149.79000000,N/A
2024/12/15 00:00:00,SA1,177.71000000,N/A
2024/12/15 00:00:00,NSW1,142.78000000,N/A
2024/12/15 00:00:00,VIC1,98.27000000,N/A
2024/12/15 00:00:00,TAS1,134.08000000,N/A
2024/12/16 00:00:00,SA1,58.75000000,38.55000000
2024/12/16 00:00:00,QLD1,171.42000000,182.37000000
2024/12/16 00:00:00,VIC1,113.50000000,143.22000000
2024/12/16 00:00:00,TAS1,86.21000000,90.25000000
2024/12/16 00:00:00,NSW1,169.13000000,192.00000000
2024/12/17 00:00:00,VIC1,25.45000000,-8.44000000
2024/12/17 00:00:00,TAS1,60.98000000,28.53000000
2024/12/17 00:00:00,NSW1,175.31000000,198.52000000
2024/12/17 00:00:00,SA1,27.98000000,-7.18000000
2024/12/17 00:00:00,QLD1,179.42000000,190.93000000
2024/12/18 00:00:00,QLD1,189.48000000,209.49000000
2024/12/18 00:00:00,NSW1,101.17000000,82.70000000
2024/12/18 00:00:00,SA1,17.74000000,-23.50000000
2024/12/18 00:00:00,TAS1,90.27000000,83.80000000
2024/12/18 00:00:00,VIC1,32.92000000,0.07000000
2024/12/19 00:00:00,TAS1,80.47000000,82.89000000
2024/12/19 00:00:00,NSW1,66.43000000,55.54000000
2024/12/19 00:00:00,SA1,52.15000000,36.94000000
2024/12/19 00:00:00,VIC1,40.33000000,23.82000000
2024/12/19 00:00:00,QLD1,74.54000000,62.17000000
2024/12/20 00:00:00,VIC1,30.52000000,3.97000000
2024/12/20 00:00:00,NSW1,85.62000000,77.77000000
2024/12/20 00:00:00,QLD1,92.52000000,84.84000000
2024/12/20 00:00:00,TAS1,70.91000000,64.09000000
2024/12/20 00:00:00,SA1,39.94000000,-8.68000000
2024/12/21 00:00:00,NSW1,69.75000000,N/A
2024/12/21 00:00:00,QLD1,87.44000000,N/A
2024/12/21 00:00:00,SA1,-11.60000000,N/A
2024/12/21 00:00:00,TAS1,66.79000000,N/A
2024/12/21 00:00:00,VIC1,-19.21000000,N/A
2024/12/22 00:00:00,VIC1,-20.95000000,N/A
2024/12/22 00:00:00,NSW1,54.38000000,N/A
2024/12/22 00:00:00,QLD1,67.19000000,N/A
2024/12/22 00:00:00,SA1,-13.41000000,N/A
2024/12/22 00:00:00,TAS1,62.78000000,N/A
2024/12/23 00:00:00,TAS1,3.65000000,-5.22000000
2024/12/23 00:00:00,NSW1,14.56000000,-10.46000000
2024/12/23 00:00:00,VIC1,-24.84000000,-45.94000000
2024/12/23 00:00:00,QLD1,67.75000000,49.13000000
2024/12/23 00:00:00,SA1,-22.69000000,-43.36000000
2024/12/24 00:00:00,NSW1,30.74000000,8.51000000
2024/12/24 00:00:00,VIC1,29.70000000,10.15000000
2024/12/24 00:00:00,SA1,44.74000000,30.75000000
2024/12/24 00:00:00,QLD1,34.68000000,10.93000000
2024/12/24 00:00:00,TAS1,35.78000000,19.95000000
2024/12/25 00:00:00,TAS1,55.22000000,53.36000000
2024/12/25 00:00:00,VIC1,29.33000000,13.08000000
2024/12/25 00:00:00,SA1,36.76000000,20.72000000
2024/12/25 00:00:00,NSW1,31.69000000,11.73000000
2024/12/25 00:00:00,QLD1,30.55000000,10.14000000
2024/12/26 00:00:00,TAS1,19.60000000,24.12000000
2024/12/26 00:00:00,NSW1,21.87000000,4.33000000
2024/12/26 00:00:00,SA1,-27.73000000,-31.49000000
2024/12/26 00:00:00,QLD1,27.60000000,11.01000000
2024/12/26 00:00:00,VIC1,-7.84000000,-0.87000000
2024/12/27 00:00:00,QLD1,50.01000000,43.02000000
2024/12/27 00:00:00,VIC1,-4.95000000,-16.82000000
2024/12/27 00:00:00,TAS1,17.47000000,17.86000000
2024/12/27 00:00:00,NSW1,39.30000000,30.40000000
2024/12/27 00:00:00,SA1,-7.40000000,-20.38000000
2024/12/28 00:00:00,TAS1,51.65000000,N/A
2024/12/28 00:00:00,QLD1,68.34000000,N/A
2024/12/28 00:00:00,NSW1,32.56000000,N/A
2024/12/28 00:00:00,VIC1,14.72000000,N/A
2024/12/28 00:00:00,SA1,18.93000000,N/A
2024/12/29 00:00:00,QLD1,42.71000000,N/A
2024/12/29 00:00:00,SA1,32.75000000,N/A
2024/12/29 00:00:00,VIC1,22.76000000,N/A
2024/12/29 00:00:00,TAS1,39.29000000,N/A
2024/12/29 00:00:00,NSW1,36.88000000,N/A
2024/12/30 00:00:00,NSW1,74.41000000,66.84000000
2024/12/30 00:00:00,QLD1,80.26000000,71.50000000
2024/12/30 00:00:00,TAS1,102.16000000,106.00000000
2024/12/30 00:00:00,VIC1,46.43000000,18.92000000
2024/12/30 00:00:00,SA1,54.10000000,21.29000000
2024/12/31 00:00:00,TAS1,109.02000000,109.82000000
2024/12/31 00:00:00,NSW1,76.82000000,57.27000000
2024/12/31 00:00:00,SA1,55.62000000,-3.90000000
2024/12/31 00:00:00,QLD1,72.31000000,48.95000000
2024/12/31 00:00:00,VIC1,35.18000000,-6.92000000
