SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2018/06/01 00:00:00,VIC1,99.94,103.88
2018/06/01 00:00:00,NSW1,88.85,94.75
2018/06/01 00:00:00,QLD1,78.76,83.25
2018/06/01 00:00:00,TAS1,79.18,79.67
2018/06/01 00:00:00,SA1,110.19,117.59
2018/06/02 00:00:00,TAS1,80.75,N/A
2018/06/02 00:00:00,NSW1,81.11,N/A
2018/06/02 00:00:00,VIC1,95.90,N/A
2018/06/02 00:00:00,QLD1,68.99,N/A
2018/06/02 00:00:00,SA1,111.92,N/A
2018/06/03 00:00:00,VIC1,88.33,N/A
2018/06/03 00:00:00,TAS1,87.99,N/A
2018/06/03 00:00:00,NSW1,78.55,N/A
2018/06/03 00:00:00,SA1,101.16,N/A
2018/06/03 00:00:00,QLD1,69.83,N/A
2018/06/04 00:00:00,SA1,133.37,142.77
2018/06/04 00:00:00,QLD1,90.11,95.75
2018/06/04 00:00:00,TAS1,83.01,82.53
2018/06/04 00:00:00,NSW1,103.72,111.06
2018/06/04 00:00:00,VIC1,116.34,123.95
2018/06/05 00:00:00,NSW1,197.92,264.17
2018/06/05 00:00:00,VIC1,103.87,111.16
2018/06/05 00:00:00,SA1,113.41,122.95
2018/06/05 00:00:00,TAS1,100.15,103.27
2018/06/05 00:00:00,QLD1,132.69,165.01
2018/06/06 00:00:00,NSW1,115.62,123.06
2018/06/06 00:00:00,VIC1,103.65,107.72
2018/06/06 00:00:00,SA1,97.26,103.54
2018/06/06 00:00:00,TAS1,90.22,76.44
2018/06/06 00:00:00,QLD1,100.92,103.38
2018/06/07 00:00:00,TAS1,86.10,84.63
2018/06/07 00:00:00,NSW1,198.95,271.77
2018/06/07 00:00:00,VIC1,84.96,100.59
2018/06/07 00:00:00,QLD1,161.22,215.02
2018/06/07 00:00:00,SA1,79.17,96.36
2018/06/08 00:00:00,SA1,98.87,137.79
2018/06/08 00:00:00,TAS1,37.89,63.19
2018/06/08 00:00:00,VIC1,121.18,162.5
2018/06/08 00:00:00,QLD1,87.38,91.39
2018/06/08 00:00:00,NSW1,220.94,297.38
2018/06/09 00:00:00,VIC1,109.01,N/A
2018/06/09 00:00:00,SA1,122.65,N/A
2018/06/09 00:00:00,TAS1,81.67,N/A
2018/06/09 00:00:00,NSW1,124.93,N/A
2018/06/09 00:00:00,QLD1,96.02,N/A
2018/06/10 00:00:00,NSW1,76.43,N/A
2018/06/10 00:00:00,QLD1,66.10,N/A
2018/06/10 00:00:00,TAS1,67.16,N/A
2018/06/10 00:00:00,VIC1,73.83,N/A
2018/06/10 00:00:00,SA1,78.38,N/A
2018/06/11 00:00:00,VIC1,54.63,59.79
2018/06/11 00:00:00,SA1,53.48,58.76
2018/06/11 00:00:00,NSW1,61.31,67.23
2018/06/11 00:00:00,QLD1,58.62,65.2
2018/06/11 00:00:00,TAS1,112.53,144.59
2018/06/12 00:00:00,NSW1,81.16,90.75
2018/06/12 00:00:00,VIC1,74.67,86.1
2018/06/12 00:00:00,SA1,82.14,95.87
2018/06/12 00:00:00,TAS1,73.63,85.64
2018/06/12 00:00:00,QLD1,74.95,83.16
2018/06/13 00:00:00,TAS1,73.26,75.62
2018/06/13 00:00:00,VIC1,81.06,93.88
2018/06/13 00:00:00,QLD1,68.16,75.49
2018/06/13 00:00:00,NSW1,81.96,94.75
2018/06/13 00:00:00,SA1,82.04,94.41
2018/06/14 00:00:00,VIC1,69.75,77.34
2018/06/14 00:00:00,SA1,71.94,79.04
2018/06/14 00:00:00,TAS1,61.96,69.12
2018/06/14 00:00:00,QLD1,60,58.95
2018/06/14 00:00:00,NSW1,74.99,79.91
2018/06/15 00:00:00,QLD1,57.65,56.4
2018/06/15 00:00:00,NSW1,75.08,81.99
2018/06/15 00:00:00,TAS1,67.57,68.17
2018/06/15 00:00:00,VIC1,72.66,80.83
2018/06/15 00:00:00,SA1,70.65,78.62
2018/06/16 00:00:00,QLD1,72.38,N/A
2018/06/16 00:00:00,VIC1,79.01,N/A
2018/06/16 00:00:00,SA1,75,N/A
2018/06/16 00:00:00,TAS1,60.07,N/A
2018/06/16 00:00:00,NSW1,80.33,N/A
2018/06/17 00:00:00,VIC1,59.19,N/A
2018/06/17 00:00:00,QLD1,60.31,N/A
2018/06/17 00:00:00,TAS1,59.59,N/A
2018/06/17 00:00:00,NSW1,63.08,N/A
2018/06/17 00:00:00,SA1,62.13,N/A
2018/06/18 00:00:00,QLD1,78.53,83.36
2018/06/18 00:00:00,TAS1,79.78,94.51
2018/06/18 00:00:00,SA1,136.15,168.79
2018/06/18 00:00:00,NSW1,103.71,125.25
2018/06/18 00:00:00,VIC1,106.31,128.05
2018/06/19 00:00:00,NSW1,102.62,114.66
2018/06/19 00:00:00,SA1,114.13,127.14
2018/06/19 00:00:00,VIC1,105.96,117.36
2018/06/19 00:00:00,TAS1,68.25,71.76
2018/06/19 00:00:00,QLD1,74.92,75.24
2018/06/20 00:00:00,SA1,105.58,123.13
2018/06/20 00:00:00,VIC1,88.22,103.49
2018/06/20 00:00:00,QLD1,67.79,72.48
2018/06/20 00:00:00,TAS1,71.49,81.6
2018/06/20 00:00:00,NSW1,83.84,95.89
2018/06/21 00:00:00,SA1,192.75,219.51
2018/06/21 00:00:00,VIC1,134.53,152.22
2018/06/21 00:00:00,QLD1,93.86,99.68
2018/06/21 00:00:00,TAS1,74.77,80.93
2018/06/21 00:00:00,NSW1,122.29,140.12
2018/06/22 00:00:00,QLD1,97.79,103.86
2018/06/22 00:00:00,VIC1,128.14,140.48
2018/06/22 00:00:00,SA1,147.37,156.5
2018/06/22 00:00:00,TAS1,68.49,70.18
2018/06/22 00:00:00,NSW1,120.81,131.79
2018/06/23 00:00:00,SA1,126.71,N/A
2018/06/23 00:00:00,NSW1,83.15,N/A
2018/06/23 00:00:00,VIC1,96.44,N/A
2018/06/23 00:00:00,TAS1,52.19,N/A
2018/06/23 00:00:00,QLD1,70.27,N/A
2018/06/24 00:00:00,NSW1,83.12,N/A
2018/06/24 00:00:00,VIC1,91.67,N/A
2018/06/24 00:00:00,TAS1,55.94,N/A
2018/06/24 00:00:00,QLD1,72.76,N/A
2018/06/24 00:00:00,SA1,107.81,N/A
2018/06/25 00:00:00,TAS1,76.37,85.19
2018/06/25 00:00:00,SA1,142.43,161.13
2018/06/25 00:00:00,VIC1,115.39,129.89
2018/06/25 00:00:00,QLD1,90.63,102.53
2018/06/25 00:00:00,NSW1,103.45,117.09
2018/06/26 00:00:00,NSW1,90.16,103.48
2018/06/26 00:00:00,SA1,126.56,146.51
2018/06/26 00:00:00,VIC1,98.91,111.25
2018/06/26 00:00:00,TAS1,66.19,70.12
2018/06/26 00:00:00,QLD1,80.06,90.93
2018/06/27 00:00:00,TAS1,44.61,39.89
2018/06/27 00:00:00,VIC1,100.90,108.23
2018/06/27 00:00:00,SA1,138.04,147.92
2018/06/27 00:00:00,QLD1,76.83,88.14
2018/06/27 00:00:00,NSW1,86.51,99.96
2018/06/28 00:00:00,TAS1,78.17,80.08
2018/06/28 00:00:00,NSW1,90.88,105.82
2018/06/28 00:00:00,VIC1,108.70,122.68
2018/06/28 00:00:00,SA1,125.37,137.22
2018/06/28 00:00:00,QLD1,74.66,84.26
2018/06/29 00:00:00,QLD1,69.40,74.67
2018/06/29 00:00:00,NSW1,77.04,83.92
2018/06/29 00:00:00,VIC1,77.40,84.39
2018/06/29 00:00:00,SA1,83.29,92.91
2018/06/29 00:00:00,TAS1,73.66,76.53
2018/06/30 00:00:00,SA1,87.75,N/A
2018/06/30 00:00:00,TAS1,95.16,N/A
2018/06/30 00:00:00,VIC1,70.95,N/A
2018/06/30 00:00:00,QLD1,61.08,N/A
2018/06/30 00:00:00,NSW1,69.67,N/A
