C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2018/09/07,00:10:00,0000000298797431,
D,TRADING,PRICE,2,"2018/08/01 07:30:00",1,TAS1,15,38.24
D,TRADING,PRICE,2,"2018/08/01 07:30:00",1,VIC1,15,107.46
D,TRADING,PRICE,2,"2018/08/01 08:00:00",1,NSW1,16,107.69
D,TRADING,PRICE,2,"2018/08/01 08:00:00",1,QLD1,16,96.25
D,TRADING,PRICE,2,"2018/08/01 08:00:00",1,SA1,16,223.07
D,TRADING,PRICE,2,"2018/08/01 08:00:00",1,TAS1,16,36.81
D,TRADING,PRICE,2,"2018/08/01 08:00:00",1,VIC1,16,118.87
D,TRADING,PRICE,2,"2018/08/01 08:30:00",1,NSW1,17,76.54
D,TRADING,PRICE,2,"2018/08/01 08:30:00",1,QLD1,17,68.14
D,TRADING,PRICE,2,"2018/08/01 08:30:00",1,SA1,17,191.77
D,TRADING,PRICE,2,"2018/08/01 08:30:00",1,TAS1,17,36.81
D,TRADING,PRICE,2,"2018/08/01 08:30:00",1,VIC1,17,87.2
D,TRADING,PRICE,2,"2018/08/01 09:00:00",1,NSW1,18,68.78
D,TRADING,PRICE,2,"2018/08/01 09:00:00",1,QLD1,18,61.26
D,TRADING,PRICE,2,"2018/08/01 09:00:00",1,SA1,18,169.8
D,TRADING,PRICE,2,"2018/08/01 09:00:00",1,TAS1,18,36.79
D,TRADING,PRICE,2,"2018/08/01 09:00:00",1,VIC1,18,80.5
D,TRADING,PRICE,2,"2018/08/01 09:30:00",1,NSW1,19,59.94
D,TRADING,PRICE,2,"2018/08/01 09:30:00",1,QLD1,19,52.63
D,TRADING,PRICE,2,"2018/08/01 09:30:00",1,SA1,19,213.41
D,TRADING,PRICE,2,"2018/08/01 09:30:00",1,TAS1,19,36.78
D,TRADING,PRICE,2,"2018/08/01 09:30:00",1,VIC1,19,73.71
D,TRADING,PRICE,2,"2018/08/01 10:00:00",1,NSW1,20,58.44
D,TRADING,PRICE,2,"2018/08/01 10:00:00",1,QLD1,20,50.95
D,TRADING,PRICE,2,"2018/08/01 10:00:00",1,SA1,20,152.6
D,TRADING,PRICE,2,"2018/08/01 10:00:00",1,TAS1,20,36.8
D,TRADING,PRICE,2,"2018/08/01 10:00:00",1,VIC1,20,66.41
D,TRADING,PRICE,2,"2018/08/01 10:30:00",1,NSW1,21,60.24
D,TRADING,PRICE,2,"2018/08/01 10:30:00",1,QLD1,21,53.22
D,TRADING,PRICE,2,"2018/08/01 10:30:00",1,SA1,21,138.33
D,TRADING,PRICE,2,"2018/08/01 10:30:00",1,TAS1,21,24.28
D,TRADING,PRICE,2,"2018/08/01 10:30:00",1,VIC1,21,67.78
D,TRADING,PRICE,2,"2018/08/01 11:00:00",1,NSW1,22,59.29
D,TRADING,PRICE,2,"2018/08/01 11:00:00",1,QLD1,22,52.04
D,TRADING,PRICE,2,"2018/08/01 11:00:00",1,SA1,22,110.1
D,TRADING,PRICE,2,"2018/08/01 11:00:00",1,TAS1,22,30.68
D,TRADING,PRICE,2,"2018/08/01 11:00:00",1,VIC1,22,65.31
D,TRADING,PRICE,2,"2018/08/01 11:30:00",1,NSW1,23,58.45
D,TRADING,PRICE,2,"2018/08/01 11:30:00",1,QLD1,23,50.46
D,TRADING,PRICE,2,"2018/08/01 11:30:00",1,SA1,23,99.32
D,TRADING,PRICE,2,"2018/08/01 11:30:00",1,TAS1,23,36.78
D,TRADING,PRICE,2,"2018/08/01 11:30:00",1,VIC1,23,64.15
D,TRADING,PRICE,2,"2018/08/01 12:00:00",1,NSW1,24,60.47
D,TRADING,PRICE,2,"2018/08/01 12:00:00",1,QLD1,24,52.29
D,TRADING,PRICE,2,"2018/08/01 12:00:00",1,SA1,24,102.08
D,TRADING,PRICE,2,"2018/08/01 12:00:00",1,TAS1,24,5.55
D,TRADING,PRICE,2,"2018/08/01 12:00:00",1,VIC1,24,67.1
D,TRADING,PRICE,2,"2018/08/01 12:30:00",1,NSW1,25,59.43
D,TRADING,PRICE,2,"2018/08/01 12:30:00",1,QLD1,25,51.58
D,TRADING,PRICE,2,"2018/08/01 12:30:00",1,SA1,25,98.37
D,TRADING,PRICE,2,"2018/08/01 12:30:00",1,TAS1,25,34.88
D,TRADING,PRICE,2,"2018/08/01 12:30:00",1,VIC1,25,65.52
D,TRADING,PRICE,2,"2018/08/01 13:00:00",1,NSW1,26,58
D,TRADING,PRICE,2,"2018/08/01 13:00:00",1,QLD1,26,50.41
D,TRADING,PRICE,2,"2018/08/01 13:00:00",1,SA1,26,82.51
D,TRADING,PRICE,2,"2018/08/01 13:00:00",1,TAS1,26,22
D,TRADING,PRICE,2,"2018/08/01 13:00:00",1,VIC1,26,63.39
D,TRADING,PRICE,2,"2018/08/01 13:30:00",1,NSW1,27,57.02
D,TRADING,PRICE,2,"2018/08/01 13:30:00",1,QLD1,27,49.58
D,TRADING,PRICE,2,"2018/08/01 13:30:00",1,SA1,27,66.79
D,TRADING,PRICE,2,"2018/08/01 13:30:00",1,TAS1,27,34.69
D,TRADING,PRICE,2,"2018/08/01 13:30:00",1,VIC1,27,62.05
D,TRADING,PRICE,2,"2018/08/01 14:00:00",1,NSW1,28,57.18
D,TRADING,PRICE,2,"2018/08/01 14:00:00",1,QLD1,28,50.55
D,TRADING,PRICE,2,"2018/08/01 14:00:00",1,SA1,28,65.53
D,TRADING,PRICE,2,"2018/08/01 14:00:00",1,TAS1,28,36.78
D,TRADING,PRICE,2,"2018/08/01 14:00:00",1,VIC1,28,62
D,TRADING,PRICE,2,"2018/08/01 14:30:00",1,NSW1,29,61.67
D,TRADING,PRICE,2,"2018/08/01 14:30:00",1,QLD1,29,55.19
D,TRADING,PRICE,2,"2018/08/01 14:30:00",1,SA1,29,68.89
D,TRADING,PRICE,2,"2018/08/01 14:30:00",1,TAS1,29,32.24
D,TRADING,PRICE,2,"2018/08/01 14:30:00",1,VIC1,29,66.18
D,TRADING,PRICE,2,"2018/08/01 15:00:00",1,NSW1,30,61.35
D,TRADING,PRICE,2,"2018/08/01 15:00:00",1,QLD1,30,55.38
D,TRADING,PRICE,2,"2018/08/01 15:00:00",1,SA1,30,68.26
D,TRADING,PRICE,2,"2018/08/01 15:00:00",1,TAS1,30,36.64
D,TRADING,PRICE,2,"2018/08/01 15:00:00",1,VIC1,30,65.66
D,TRADING,PRICE,2,"2018/08/01 15:30:00",1,NSW1,31,61.38
D,TRADING,PRICE,2,"2018/08/01 15:30:00",1,QLD1,31,55.95
D,TRADING,PRICE,2,"2018/08/01 15:30:00",1,SA1,31,69.49
D,TRADING,PRICE,2,"2018/08/01 15:30:00",1,TAS1,31,36.65
D,TRADING,PRICE,2,"2018/08/01 15:30:00",1,VIC1,31,64.9
D,TRADING,PRICE,2,"2018/08/01 16:00:00",1,NSW1,32,66.18
D,TRADING,PRICE,2,"2018/08/01 16:00:00",1,QLD1,32,61.26
D,TRADING,PRICE,2,"2018/08/01 16:00:00",1,SA1,32,75.65
D,TRADING,PRICE,2,"2018/08/01 16:00:00",1,TAS1,32,36.8
D,TRADING,PRICE,2,"2018/08/01 16:00:00",1,VIC1,32,70.06
D,TRADING,PRICE,2,"2018/08/01 16:30:00",1,NSW1,33,68.67
D,TRADING,PRICE,2,"2018/08/01 16:30:00",1,QLD1,33,63.16
D,TRADING,PRICE,2,"2018/08/01 16:30:00",1,SA1,33,82.07
D,TRADING,PRICE,2,"2018/08/01 16:30:00",1,TAS1,33,36.79
D,TRADING,PRICE,2,"2018/08/01 16:30:00",1,VIC1,33,75.5
D,TRADING,PRICE,2,"2018/08/01 17:00:00",1,NSW1,34,74.23
D,TRADING,PRICE,2,"2018/08/01 17:00:00",1,QLD1,34,67.51
D,TRADING,PRICE,2,"2018/08/01 17:00:00",1,SA1,34,91.45
D,TRADING,PRICE,2,"2018/08/01 17:00:00",1,TAS1,34,36.8
D,TRADING,PRICE,2,"2018/08/01 17:00:00",1,VIC1,34,82.85
D,TRADING,PRICE,2,"2018/08/01 17:30:00",1,NSW1,35,78.99
D,TRADING,PRICE,2,"2018/08/01 17:30:00",1,QLD1,35,70.63
D,TRADING,PRICE,2,"2018/08/01 17:30:00",1,SA1,35,93.1
D,TRADING,PRICE,2,"2018/08/01 17:30:00",1,TAS1,35,39.1
D,TRADING,PRICE,2,"2018/08/01 17:30:00",1,VIC1,35,85.3
D,TRADING,PRICE,2,"2018/08/01 18:00:00",1,NSW1,36,104.56
D,TRADING,PRICE,2,"2018/08/01 18:00:00",1,QLD1,36,92.32
D,TRADING,PRICE,2,"2018/08/01 18:00:00",1,SA1,36,115.93
D,TRADING,PRICE,2,"2018/08/01 18:00:00",1,TAS1,36,45.32
D,TRADING,PRICE,2,"2018/08/01 18:00:00",1,VIC1,36,112.08
D,TRADING,PRICE,2,"2018/08/01 18:30:00",1,NSW1,37,192.83
D,TRADING,PRICE,2,"2018/08/01 18:30:00",1,QLD1,37,168.01
D,TRADING,PRICE,2,"2018/08/01 18:30:00",1,SA1,37,212.19
D,TRADING,PRICE,2,"2018/08/01 18:30:00",1,TAS1,37,50.6
D,TRADING,PRICE,2,"2018/08/01 18:30:00",1,VIC1,37,212.24
D,TRADING,PRICE,2,"2018/08/01 19:00:00",1,NSW1,38,260.91
D,TRADING,PRICE,2,"2018/08/01 19:00:00",1,QLD1,38,226.06
D,TRADING,PRICE,2,"2018/08/01 19:00:00",1,SA1,38,289.87
D,TRADING,PRICE,2,"2018/08/01 19:00:00",1,TAS1,38,48.3
D,TRADING,PRICE,2,"2018/08/01 19:00:00",1,VIC1,38,287.44
D,TRADING,PRICE,2,"2018/08/01 19:30:00",1,NSW1,39,108.78
D,TRADING,PRICE,2,"2018/08/01 19:30:00",1,QLD1,39,95.35
D,TRADING,PRICE,2,"2018/08/01 19:30:00",1,SA1,39,122
D,TRADING,PRICE,2,"2018/08/01 19:30:00",1,TAS1,39,50.6
D,TRADING,PRICE,2,"2018/08/01 19:30:00",1,VIC1,39,120.31
D,TRADING,PRICE,2,"2018/08/01 20:00:00",1,NSW1,40,99.67
D,TRADING,PRICE,2,"2018/08/01 20:00:00",1,QLD1,40,89.32
D,TRADING,PRICE,2,"2018/08/01 20:00:00",1,SA1,40,107.55
D,TRADING,PRICE,2,"2018/08/01 20:00:00",1,TAS1,40,50.6
D,TRADING,PRICE,2,"2018/08/01 20:00:00",1,VIC1,40,107.37
D,TRADING,PRICE,2,"2018/08/01 20:30:00",1,NSW1,41,106.17
D,TRADING,PRICE,2,"2018/08/01 20:30:00",1,QLD1,41,98.1
D,TRADING,PRICE,2,"2018/08/01 20:30:00",1,SA1,41,100.87
D,TRADING,PRICE,2,"2018/08/01 20:30:00",1,TAS1,41,49.9
D,TRADING,PRICE,2,"2018/08/01 20:30:00",1,VIC1,41,107.17
D,TRADING,PRICE,2,"2018/08/01 21:00:00",1,NSW1,42,99.39
D,TRADING,PRICE,2,"2018/08/01 21:00:00",1,QLD1,42,90.92
D,TRADING,PRICE,2,"2018/08/01 21:00:00",1,SA1,42,92.28
D,TRADING,PRICE,2,"2018/08/01 21:00:00",1,TAS1,42,36.81
D,TRADING,PRICE,2,"2018/08/01 21:00:00",1,VIC1,42,100.47
D,TRADING,PRICE,2,"2018/08/01 21:30:00",1,NSW1,43,92.14
D,TRADING,PRICE,2,"2018/08/01 21:30:00",1,QLD1,43,84.88
D,TRADING,PRICE,2,"2018/08/01 21:30:00",1,SA1,43,85.36
D,TRADING,PRICE,2,"2018/08/01 21:30:00",1,TAS1,43,36.81
D,TRADING,PRICE,2,"2018/08/01 21:30:00",1,VIC1,43,93
D,TRADING,PRICE,2,"2018/08/01 22:00:00",1,NSW1,44,103.18
D,TRADING,PRICE,2,"2018/08/01 22:00:00",1,QLD1,44,94.13
D,TRADING,PRICE,2,"2018/08/01 22:00:00",1,SA1,44,94.3
D,TRADING,PRICE,2,"2018/08/01 22:00:00",1,TAS1,44,36.8
D,TRADING,PRICE,2,"2018/08/01 22:00:00",1,VIC1,44,102.61
D,TRADING,PRICE,2,"2018/08/01 22:30:00",1,NSW1,45,91.06
D,TRADING,PRICE,2,"2018/08/01 22:30:00",1,QLD1,45,83.21
D,TRADING,PRICE,2,"2018/08/01 22:30:00",1,SA1,45,82.94
D,TRADING,PRICE,2,"2018/08/01 22:30:00",1,TAS1,45,36.8
D,TRADING,PRICE,2,"2018/08/01 22:30:00",1,VIC1,45,90.27
D,TRADING,PRICE,2,"2018/08/01 23:00:00",1,NSW1,46,73.67
D,TRADING,PRICE,2,"2018/08/01 23:00:00",1,QLD1,46,68.5
D,TRADING,PRICE,2,"2018/08/01 23:00:00",1,SA1,46,65.48
D,TRADING,PRICE,2,"2018/08/01 23:00:00",1,TAS1,46,35.15
D,TRADING,PRICE,2,"2018/08/01 23:00:00",1,VIC1,46,71.51
D,TRADING,PRICE,2,"2018/08/01 23:30:00",1,NSW1,47,73.7
D,TRADING,PRICE,2,"2018/08/01 23:30:00",1,QLD1,47,66.29
D,TRADING,PRICE,2,"2018/08/01 23:30:00",1,SA1,47,64.73
D,TRADING,PRICE,2,"2018/08/01 23:30:00",1,TAS1,47,35.14
D,TRADING,PRICE,2,"2018/08/01 23:30:00",1,VIC1,47,72.67
D,TRADING,PRICE,2,"2018/08/02 00:00:00",1,NSW1,48,75.2
D,TRADING,PRICE,2,"2018/08/02 00:00:00",1,QLD1,48,65.84
D,TRADING,PRICE,2,"2018/08/02 00:00:00",1,SA1,48,69.17
D,TRADING,PRICE,2,"2018/08/02 00:00:00",1,TAS1,48,35.14
D,TRADING,PRICE,2,"2018/08/02 00:00:00",1,VIC1,48,74.26
D,TRADING,PRICE,2,"2018/08/02 00:30:00",1,NSW1,1,71.61
D,TRADING,PRICE,2,"2018/08/02 00:30:00",1,QLD1,1,64.16
D,TRADING,PRICE,2,"2018/08/02 00:30:00",1,SA1,1,67.28
D,TRADING,PRICE,2,"2018/08/02 00:30:00",1,TAS1,1,36.77
D,TRADING,PRICE,2,"2018/08/02 00:30:00",1,VIC1,1,69.48
D,TRADING,PRICE,2,"2018/08/02 01:00:00",1,NSW1,2,63.45
D,TRADING,PRICE,2,"2018/08/02 01:00:00",1,QLD1,2,57.23
D,TRADING,PRICE,2,"2018/08/02 01:00:00",1,SA1,2,61.43
D,TRADING,PRICE,2,"2018/08/02 01:00:00",1,TAS1,2,36.78
D,TRADING,PRICE,2,"2018/08/02 01:00:00",1,VIC1,2,61.4
D,TRADING,PRICE,2,"2018/08/02 01:30:00",1,NSW1,3,60.46
D,TRADING,PRICE,2,"2018/08/02 01:30:00",1,QLD1,3,54.89
D,TRADING,PRICE,2,"2018/08/02 01:30:00",1,SA1,3,56.77
D,TRADING,PRICE,2,"2018/08/02 01:30:00",1,TAS1,3,36.78
D,TRADING,PRICE,2,"2018/08/02 01:30:00",1,VIC1,3,57.32
D,TRADING,PRICE,2,"2018/08/02 02:00:00",1,NSW1,4,59.13
D,TRADING,PRICE,2,"2018/08/02 02:00:00",1,QLD1,4,54.14
D,TRADING,PRICE,2,"2018/08/02 02:00:00",1,SA1,4,52.81
D,TRADING,PRICE,2,"2018/08/02 02:00:00",1,TAS1,4,36.79
D,TRADING,PRICE,2,"2018/08/02 02:00:00",1,VIC1,4,53.75
D,TRADING,PRICE,2,"2018/08/02 02:30:00",1,NSW1,5,59.41
D,TRADING,PRICE,2,"2018/08/02 02:30:00",1,QLD1,5,55.36
D,TRADING,PRICE,2,"2018/08/02 02:30:00",1,SA1,5,38.57
D,TRADING,PRICE,2,"2018/08/02 02:30:00",1,TAS1,5,35.94
D,TRADING,PRICE,2,"2018/08/02 02:30:00",1,VIC1,5,33.01
D,TRADING,PRICE,2,"2018/08/02 03:00:00",1,NSW1,6,60.21
D,TRADING,PRICE,2,"2018/08/02 03:00:00",1,QLD1,6,58.07
D,TRADING,PRICE,2,"2018/08/02 03:00:00",1,SA1,6,30.45
D,TRADING,PRICE,2,"2018/08/02 03:00:00",1,TAS1,6,27.93
D,TRADING,PRICE,2,"2018/08/02 03:00:00",1,VIC1,6,30.95
D,TRADING,PRICE,2,"2018/08/02 03:30:00",1,NSW1,7,59.04
D,TRADING,PRICE,2,"2018/08/02 03:30:00",1,QLD1,7,57.39
D,TRADING,PRICE,2,"2018/08/02 03:30:00",1,SA1,7,27.17
D,TRADING,PRICE,2,"2018/08/02 03:30:00",1,TAS1,7,27.32
D,TRADING,PRICE,2,"2018/08/02 03:30:00",1,VIC1,7,22.14
D,TRADING,PRICE,2,"2018/08/02 04:00:00",1,NSW1,8,58.91
D,TRADING,PRICE,2,"2018/08/02 04:00:00",1,QLD1,8,57.6
D,TRADING,PRICE,2,"2018/08/02 04:00:00",1,SA1,8,16.78
D,TRADING,PRICE,2,"2018/08/02 04:00:00",1,TAS1,8,17.37
D,TRADING,PRICE,2,"2018/08/02 04:00:00",1,VIC1,8,21.2
D,TRADING,PRICE,2,"2018/08/02 04:30:00",1,NSW1,9,61.5
D,TRADING,PRICE,2,"2018/08/02 04:30:00",1,QLD1,9,60.78
D,TRADING,PRICE,2,"2018/08/02 04:30:00",1,SA1,9,16.69
D,TRADING,PRICE,2,"2018/08/02 04:30:00",1,TAS1,9,19
D,TRADING,PRICE,2,"2018/08/02 04:30:00",1,VIC1,9,18.34
D,TRADING,PRICE,2,"2018/08/02 05:00:00",1,NSW1,10,59.6
D,TRADING,PRICE,2,"2018/08/02 05:00:00",1,QLD1,10,60.37
D,TRADING,PRICE,2,"2018/08/02 05:00:00",1,SA1,10,19.58
D,TRADING,PRICE,2,"2018/08/02 05:00:00",1,TAS1,10,22.27
D,TRADING,PRICE,2,"2018/08/02 05:00:00",1,VIC1,10,13.73
D,TRADING,PRICE,2,"2018/08/02 05:30:00",1,NSW1,11,60.23
D,TRADING,PRICE,2,"2018/08/02 05:30:00",1,QLD1,11,61.56
D,TRADING,PRICE,2,"2018/08/02 05:30:00",1,SA1,11,17.64
D,TRADING,PRICE,2,"2018/08/02 05:30:00",1,TAS1,11,20.25
D,TRADING,PRICE,2,"2018/08/02 05:30:00",1,VIC1,11,17.56
D,TRADING,PRICE,2,"2018/08/02 06:00:00",1,NSW1,12,58.14
D,TRADING,PRICE,2,"2018/08/02 06:00:00",1,QLD1,12,60.44
D,TRADING,PRICE,2,"2018/08/02 06:00:00",1,SA1,12,37.04
D,TRADING,PRICE,2,"2018/08/02 06:00:00",1,TAS1,12,14.27
D,TRADING,PRICE,2,"2018/08/02 06:00:00",1,VIC1,12,34.2
D,TRADING,PRICE,2,"2018/08/02 06:30:00",1,NSW1,13,81.47
D,TRADING,PRICE,2,"2018/08/02 06:30:00",1,QLD1,13,84.07
D,TRADING,PRICE,2,"2018/08/02 06:30:00",1,SA1,13,71.01
D,TRADING,PRICE,2,"2018/08/02 06:30:00",1,TAS1,13,41.02
D,TRADING,PRICE,2,"2018/08/02 06:30:00",1,VIC1,13,75.93
D,TRADING,PRICE,2,"2018/08/02 07:00:00",1,NSW1,14,139.75
D,TRADING,PRICE,2,"2018/08/02 07:00:00",1,QLD1,14,135.52
D,TRADING,PRICE,2,"2018/08/02 07:00:00",1,SA1,14,119.91
D,TRADING,PRICE,2,"2018/08/02 07:00:00",1,TAS1,14,44.37
D,TRADING,PRICE,2,"2018/08/02 07:00:00",1,VIC1,14,129.68
D,TRADING,PRICE,2,"2018/08/02 07:30:00",1,NSW1,15,98.13
D,TRADING,PRICE,2,"2018/08/02 07:30:00",1,QLD1,15,95.82
D,TRADING,PRICE,2,"2018/08/02 07:30:00",1,SA1,15,84.72
D,TRADING,PRICE,2,"2018/08/02 07:30:00",1,TAS1,15,50.53
D,TRADING,PRICE,2,"2018/08/02 07:30:00",1,VIC1,15,92.21
D,TRADING,PRICE,2,"2018/08/02 08:00:00",1,NSW1,16,97.84
D,TRADING,PRICE,2,"2018/08/02 08:00:00",1,QLD1,16,92.89
D,TRADING,PRICE,2,"2018/08/02 08:00:00",1,SA1,16,88.93
D,TRADING,PRICE,2,"2018/08/02 08:00:00",1,TAS1,16,54.13
D,TRADING,PRICE,2,"2018/08/02 08:00:00",1,VIC1,16,94.93
D,TRADING,PRICE,2,"2018/08/02 08:30:00",1,NSW1,17,86.25
D,TRADING,PRICE,2,"2018/08/02 08:30:00",1,QLD1,17,81.8
D,TRADING,PRICE,2,"2018/08/02 08:30:00",1,SA1,17,81.68
D,TRADING,PRICE,2,"2018/08/02 08:30:00",1,TAS1,17,51.3
D,TRADING,PRICE,2,"2018/08/02 08:30:00",1,VIC1,17,84.44
D,TRADING,PRICE,2,"2018/08/02 09:00:00",1,NSW1,18,69.02
D,TRADING,PRICE,2,"2018/08/02 09:00:00",1,QLD1,18,64.49
D,TRADING,PRICE,2,"2018/08/02 09:00:00",1,SA1,18,66.97
D,TRADING,PRICE,2,"2018/08/02 09:00:00",1,TAS1,18,50.55
D,TRADING,PRICE,2,"2018/08/02 09:00:00",1,VIC1,18,68.08
D,TRADING,PRICE,2,"2018/08/02 09:30:00",1,NSW1,19,65.5
D,TRADING,PRICE,2,"2018/08/02 09:30:00",1,QLD1,19,60.19
D,TRADING,PRICE,2,"2018/08/02 09:30:00",1,SA1,19,63.33
D,TRADING,PRICE,2,"2018/08/02 09:30:00",1,TAS1,19,51.96
D,TRADING,PRICE,2,"2018/08/02 09:30:00",1,VIC1,19,65.1
D,TRADING,PRICE,2,"2018/08/02 10:00:00",1,NSW1,20,62.97
D,TRADING,PRICE,2,"2018/08/02 10:00:00",1,QLD1,20,57.56
D,TRADING,PRICE,2,"2018/08/02 10:00:00",1,SA1,20,61.26
D,TRADING,PRICE,2,"2018/08/02 10:00:00",1,TAS1,20,48.74
