"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2018.06.07","X00.00.01","X0000000295553371","X","X0000000295553313"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","BARCSF1","2",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","BUTLERSG","8.999998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CAPTL_WF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CATHROCK","32.829998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CHALLHWF","0.70",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CLOVER","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CLUNY","8.144197",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CNUNDAWF","1.201401",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","CULLRGWF","-0.03",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","GB01","0.021996",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","GERMCRK","32.900002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","LKBONNY1","1.250331",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","MBAHNTH","58.143753",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","MLSP1","0.122001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","MLWF1","2.49",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","MTMILLAR","10.514573",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","PIONEER","-0.80",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","PORTWF","4.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","REPULSE","10.423085",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","ROWALLAN","7.4550",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","RPCG","10",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","STARHLWF","7.297872",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","WAUBRAWF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","WOOLNTH1","22.230015",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","WPWF","10",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","YAMBUKWF","0.70",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:05:00","YSWF1","0.20",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","BARCSF1","2",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","BUTLERSG","8.999998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CAPTL_WF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CATHROCK","32.489998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CHALLHWF","1",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CLOVER","-0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CLUNY","8.129549",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CNUNDAWF","1.201401",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","CULLRGWF","-0.03",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","GB01","0.021996",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","GRIFSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","LKBONNY1","1.696878",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","MBAHNTH","58.143753",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","MLSP1","0.122001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","MLWF1","2.91",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/05/01 00:10:00","MTMILLAR","10.760137",NA,NA,NA
