C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2022/01/21,00:00:09,0000000356450483,,0000000356450461
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",NEM,452856.08316534,322130.61318267,0.711300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",NSW1,142410.66291951,107047.60001850,0.751700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",QLD1,147219.14913382,108373.45048646,0.736100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",SA1,19019.60503463,5848.11534504,0.307500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",TAS1,20651.14236998,154.37423018,0.007500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/02 00:00:00",VIC1,123555.52370740,100707.07310249,0.815100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",NEM,484881.85872649,355663.61806394,0.733500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",NSW1,154387.22216899,118763.08317250,0.769300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",QLD1,152275.06215623,114813.90326780,0.754000
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",SA1,25520.80571660,8202.44449644,0.321400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",TAS1,26953.68720798,98.00362054,0.003600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/03 00:00:00",VIC1,125745.08147669,113786.18350666,0.904900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",NEM,521814.18246382,360336.09271705,0.690500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",NSW1,167536.07723304,129719.02137127,0.774300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",QLD1,151222.09796939,116084.06507133,0.767600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",SA1,33485.34228820,6936.65454211,0.207200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",TAS1,28174.73681697,146.03644097,0.005200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/04 00:00:00",VIC1,141395.92815622,107450.31529137,0.759900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",NEM,516914.43098277,369663.25360114,0.715100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",NSW1,177342.43684194,131326.67027553,0.740500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",QLD1,156534.94266012,118172.64959044,0.754900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",SA1,28392.72144649,8727.54511014,0.307400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",TAS1,27039.12299298,149.52636504,0.005500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/05 00:00:00",VIC1,127605.20704124,111286.86225999,0.872100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/06 00:00:00",NEM,505528.13192854,364663.65930164,0.721400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/06 00:00:00",NSW1,169738.51905545,121085.14598493,0.713400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/06 00:00:00",QLD1,150885.79825921,113020.89728506,0.749000
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/06 00:00:00",SA1,28703.64590940,9842.46134101,0.342900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2021,19,14,"2021/05/06 00:00:00",TAS1,32706.37587499,136.76242022,0.004200
