C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2019/03/09,00:00:10,0000000305250808,,0000000305250784
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",NEM,506536.50201864,402987.30196540,0.7956
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",NSW1,185833.510818,155586.42258721,0.8372
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",QLD1,162852.54750865,125663.68900256,0.7716
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",SA1,30945.230141,8707.02093598,0.2814
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",TAS1,16645.57291699,1.61911053,0.0001
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/20 00:00:00",VIC1,110259.640634,113028.55032912,1.0251
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",NEM,578677.10038275,451585.98461972,0.7804
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",NSW1,203677.072529,173127.37162261,0.85
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",QLD1,183937.53310475,139729.62485343,0.7597
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",SA1,34561.671424,14017.94768847,0.4056
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",TAS1,23852.117570,893.69474311,0.0375
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/21 00:00:00",VIC1,132648.705755,123817.34571210,0.9334
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/22 00:00:00",NEM,619680.33057825,470221.69030604,0.7588
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/22 00:00:00",NSW1,212454.41815349,179947.33248746,0.8470
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,4,9,"2019/01/22 00:00:00",QLD1,190535.47403275,143708.13045305,0.7542
