SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2018/04/01 00:00:00,NSW1,69.12,N/A
2018/04/01 00:00:00,SA1,85.89,N/A
2018/04/01 00:00:00,VIC1,70.82,N/A
2018/04/01 00:00:00,QLD1,62.50,N/A
2018/04/01 00:00:00,TAS1,79.54,N/A
2018/04/02 00:00:00,NSW1,68.26,73.45
2018/04/02 00:00:00,SA1,73.55,78.5
2018/04/02 00:00:00,VIC1,61.21,69.56
2018/04/02 00:00:00,QLD1,62.32,67.62
2018/04/02 00:00:00,TAS1,77.55,78.69
2018/04/03 00:00:00,NSW1,77.55,84.41
2018/04/03 00:00:00,QLD1,70.31,76.58
2018/04/03 00:00:00,TAS1,76.08,76.75
2018/04/03 00:00:00,VIC1,78.63,85.47
2018/04/03 00:00:00,SA1,86.21,92.34
2018/04/04 00:00:00,TAS1,77.44,76.53
2018/04/04 00:00:00,VIC1,88.65,100.97
2018/04/04 00:00:00,SA1,96.55,110.12
2018/04/04 00:00:00,QLD1,64.67,69.47
2018/04/04 00:00:00,NSW1,89.82,103.63
2018/04/05 00:00:00,VIC1,86.78,85.28
2018/04/05 00:00:00,SA1,96.39,96.34
2018/04/05 00:00:00,TAS1,74.85,72.94
2018/04/05 00:00:00,QLD1,62.44,63.91
2018/04/05 00:00:00,NSW1,87.33,94.79
2018/04/06 00:00:00,VIC1,83.87,93.58
2018/04/06 00:00:00,NSW1,85.71,97.42
2018/04/06 00:00:00,TAS1,72.61,71.4
2018/04/06 00:00:00,SA1,90.50,98.49
2018/04/06 00:00:00,QLD1,65.10,70.51
2018/04/07 00:00:00,NSW1,83.77,N/A
2018/04/07 00:00:00,SA1,90.48,N/A
2018/04/07 00:00:00,VIC1,82.95,N/A
2018/04/07 00:00:00,QLD1,64.46,N/A
2018/04/07 00:00:00,TAS1,78.91,N/A
2018/04/08 00:00:00,SA1,61.53,N/A
2018/04/08 00:00:00,VIC1,54.15,N/A
2018/04/08 00:00:00,QLD1,66.59,N/A
2018/04/08 00:00:00,NSW1,74.91,N/A
2018/04/08 00:00:00,TAS1,85.90,N/A
2018/04/09 00:00:00,QLD1,68.81,72.69
2018/04/09 00:00:00,SA1,99.91,113.29
2018/04/09 00:00:00,TAS1,71.76,70.33
2018/04/09 00:00:00,NSW1,92.38,105.22
2018/04/09 00:00:00,VIC1,89.31,100.14
2018/04/10 00:00:00,VIC1,73.78,82.99
2018/04/10 00:00:00,SA1,113.72,139.54
2018/04/10 00:00:00,TAS1,71.18,73.48
2018/04/10 00:00:00,QLD1,57.91,60.01
2018/04/10 00:00:00,NSW1,74.36,81.33
2018/04/11 00:00:00,TAS1,81.28,83.48
2018/04/11 00:00:00,NSW1,73,77.28
2018/04/11 00:00:00,VIC1,73.43,79.03
2018/04/11 00:00:00,SA1,81.61,85.22
2018/04/11 00:00:00,QLD1,62.77,65.91
2018/04/12 00:00:00,SA1,92.86,102.86
2018/04/12 00:00:00,QLD1,52.82,53.48
2018/04/12 00:00:00,VIC1,75.76,90.11
2018/04/12 00:00:00,TAS1,65.44,66.45
2018/04/12 00:00:00,NSW1,78.89,90.23
2018/04/13 00:00:00,NSW1,70.24,74
2018/04/13 00:00:00,TAS1,65.17,66.06
2018/04/13 00:00:00,VIC1,67.71,68.07
2018/04/13 00:00:00,SA1,71.26,66.26
2018/04/13 00:00:00,QLD1,57.83,59.98
2018/04/14 00:00:00,NSW1,60.15,N/A
2018/04/14 00:00:00,QLD1,54.15,N/A
2018/04/14 00:00:00,VIC1,35.32,N/A
2018/04/14 00:00:00,TAS1,70.27,N/A
2018/04/14 00:00:00,SA1,33,N/A
2018/04/15 00:00:00,QLD1,46.11,N/A
2018/04/15 00:00:00,SA1,17.29,N/A
2018/04/15 00:00:00,NSW1,49.36,N/A
2018/04/15 00:00:00,VIC1,29.71,N/A
