C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2020/04/07,00:12:44,0000000321309238,,0000000321309214
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",NEM,462299.83766701,361755.62633004,0.7825
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",NSW1,159199.980626,122596.21866863,0.7701
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",QLD1,149461.34382899,119938.20892510,0.8025
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",SA1,25168.80919601,8434.46938904,0.3351
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",TAS1,22388.416473,197.58719286,0.0088
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/23 00:00:00",VIC1,106081.28754301,110589.14215441,1.0425
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",NEM,518863.60191626,391640.49763082,0.7548
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",NSW1,182711.601425,140695.97413824,0.77
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",QLD1,161144.21398326,127765.74804588,0.7929
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",SA1,31633.722465,10808.43667818,0.3417
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",TAS1,32211.084302,620.34688398,0.0193
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/24 00:00:00",VIC1,111162.979741,111749.99188454,1.0053
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/25 00:00:00",NEM,530761.31577582,393578.31708441,0.7415
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,9,9,"2020/02/25 00:00:00",NSW1,177844.083292,139300.58292727,0.7833
