C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2021/07/12,13:05:48,0000000345345192,,0000000345345170
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",NEM,428564.56349830,302921.15345763,0.706800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",NSW1,143324.17978496,105832.19026558,0.738400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",QLD1,148856.37035142,107880.30518137,0.724700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",SA1,26483.39123099,7193.84546494,0.271600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",TAS1,19314.32893297,171.48845929,0.008900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/01 00:00:00",VIC1,90586.29319796,81843.32408645,0.903500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",NEM,464578.24445141,335524.62088091,0.722200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",NSW1,153735.52448695,118900.91364321,0.773400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",QLD1,152571.62693351,113037.71353927,0.740900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",SA1,32960.98498900,8093.32367713,0.245500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",TAS1,21307.29996999,205.33020842,0.009600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/02 00:00:00",VIC1,104002.80807196,95287.33981288,0.916200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",NEM,464032.96516874,321139.11700946,0.692100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",NSW1,144270.34444895,117912.97775584,0.817300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",QLD1,148934.58988089,110158.56472677,0.739600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",SA1,38883.97354598,7531.52722688,0.193700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",TAS1,20032.88106498,117.79553734,0.005900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/03 00:00:00",VIC1,111911.17622794,85418.25176263,0.763300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",NEM,475963.76862550,328144.81006404,0.689400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",NSW1,156081.46489093,123013.95674766,0.788100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",QLD1,149733.51411167,110390.90125261,0.737200
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",SA1,35850.60866698,6692.30422155,0.186700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",TAS1,22904.51194997,218.79946082,0.009600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/04 00:00:00",VIC1,111393.66900595,87828.84838140,0.788500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",NEM,492144.74480664,332373.20568345,0.675400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",NSW1,170678.52692796,123183.87316852,0.721700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",QLD1,151942.79512174,111651.10532791,0.734800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",SA1,33080.41652699,7699.90599129,0.232800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",TAS1,22791.99366399,238.36570382,0.010500
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/05 00:00:00",VIC1,113651.01256596,89599.95549191,0.788400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",NEM,470016.81643303,327437.87522045,0.696700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",NSW1,157355.18947096,117812.27798375,0.748700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",QLD1,149734.38702017,110851.69941966,0.740300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",SA1,29558.21849996,8670.43141958,0.293300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",TAS1,28916.82529398,500.72694203,0.017300
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/06 00:00:00",VIC1,104452.19614796,89602.73945543,0.857800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",NEM,436610.33594003,306527.63335622,0.702100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",NSW1,140545.82630597,103859.11810885,0.739000
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",QLD1,142800.27002317,106513.81158539,0.745900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",SA1,31273.69516498,5615.77062098,0.179600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",TAS1,17955.60034898,37.75634469,0.002100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,45,15,"2020/11/07 00:00:00",VIC1,104034.94409693,90501.17669631,0.869900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",NEM,422695.08259224,297521.73685179,0.703900
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",NSW1,134965.36880597,95066.24409870,0.704400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",QLD1,142358.68741939,105782.26987222,0.743100
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",SA1,29465.33637697,5055.79307932,0.171600
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",TAS1,16536.36268699,56.54278208,0.003400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/08 00:00:00",VIC1,99369.32730292,91560.88701947,0.921400
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/09 00:00:00",NEM,465893.84835487,327911.11318954,0.703800
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/09 00:00:00",NSW1,154442.33115795,112694.55709287,0.729700
D,BILLING,BILLING_CO2E_PUBLICATION,1,2020,46,14,"2020/11/09 00:00:00",QLD1,147516.20998706,109910.64398161,0.745100
