SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2018/08/01 00:00:00,NSW1,78.22,86.12
2018/08/01 00:00:00,VIC1,73.76,93.49
2018/08/01 00:00:00,SA1,107.54,122.59
2018/08/01 00:00:00,TAS1,31.11,36.95
2018/08/01 00:00:00,QLD1,71.10,76.71
2018/08/02 00:00:00,QLD1,74.40,77.87
2018/08/02 00:00:00,SA1,61.71,66.65
2018/08/02 00:00:00,TAS1,32.92,36.9
2018/08/02 00:00:00,VIC1,64.56,70.41
2018/08/02 00:00:00,NSW1,78.16,81.86
2018/08/03 00:00:00,QLD1,75.86,78.89
2018/08/03 00:00:00,TAS1,46.55,57.63
2018/08/03 00:00:00,VIC1,77.91,80.67
2018/08/03 00:00:00,NSW1,78.81,81.33
2018/08/03 00:00:00,SA1,78.52,80.96
2018/08/04 00:00:00,TAS1,36.82,N/A
2018/08/04 00:00:00,NSW1,66.03,N/A
2018/08/04 00:00:00,QLD1,64.99,N/A
2018/08/04 00:00:00,VIC1,42.03,N/A
2018/08/04 00:00:00,SA1,45.69,N/A
2018/08/05 00:00:00,TAS1,18.43,N/A
2018/08/05 00:00:00,SA1,32.14,N/A
2018/08/05 00:00:00,NSW1,66.26,N/A
2018/08/05 00:00:00,QLD1,66.02,N/A
2018/08/05 00:00:00,VIC1,32.59,N/A
2018/08/06 00:00:00,NSW1,89.88,104.92
2018/08/06 00:00:00,SA1,67.95,85.68
2018/08/06 00:00:00,QLD1,84.56,97.02
2018/08/06 00:00:00,TAS1,36.38,40.91
2018/08/06 00:00:00,VIC1,77.66,103.69
2018/08/07 00:00:00,QLD1,78.63,84.41
2018/08/07 00:00:00,TAS1,27.93,30.95
2018/08/07 00:00:00,VIC1,71.32,83.81
2018/08/07 00:00:00,SA1,65.01,74.32
2018/08/07 00:00:00,NSW1,81.96,88.39
2018/08/08 00:00:00,QLD1,100.18,112.06
2018/08/08 00:00:00,SA1,81.22,92.82
2018/08/08 00:00:00,NSW1,109.37,124.38
2018/08/08 00:00:00,TAS1,29.75,32.43
2018/08/08 00:00:00,VIC1,83.58,110.03
2018/08/09 00:00:00,NSW1,98.56,102.7
2018/08/09 00:00:00,SA1,64.10,54.97
2018/08/09 00:00:00,VIC1,77.61,91.62
2018/08/09 00:00:00,QLD1,88.24,90.15
2018/08/09 00:00:00,TAS1,19.55,23.44
2018/08/10 00:00:00,VIC1,56.72,63.17
2018/08/10 00:00:00,QLD1,83.75,79.67
2018/08/10 00:00:00,TAS1,16.12,18.98
2018/08/10 00:00:00,NSW1,88.79,85.28
2018/08/10 00:00:00,SA1,58.44,64.07
2018/08/11 00:00:00,QLD1,73.16,N/A
2018/08/11 00:00:00,SA1,49.81,N/A
2018/08/11 00:00:00,TAS1,33.93,N/A
2018/08/11 00:00:00,NSW1,77.02,N/A
2018/08/11 00:00:00,VIC1,60.61,N/A
2018/08/12 00:00:00,QLD1,57.45,N/A
2018/08/12 00:00:00,VIC1,45.69,N/A
2018/08/12 00:00:00,TAS1,24.11,N/A
2018/08/12 00:00:00,NSW1,65.87,N/A
2018/08/12 00:00:00,SA1,49.22,N/A
2018/08/13 00:00:00,QLD1,78.02,84.91
2018/08/13 00:00:00,NSW1,88.01,97.92
2018/08/13 00:00:00,VIC1,75.40,93.71
2018/08/13 00:00:00,TAS1,26.45,37.38
2018/08/13 00:00:00,SA1,75.52,96.91
2018/08/14 00:00:00,TAS1,13.71,16.36
2018/08/14 00:00:00,NSW1,92.82,97.01
2018/08/14 00:00:00,SA1,58.38,51.39
2018/08/14 00:00:00,VIC1,66.32,67.04
2018/08/14 00:00:00,QLD1,84.09,87.71
2018/08/15 00:00:00,SA1,59.42,65.44
2018/08/15 00:00:00,NSW1,80.92,80.55
2018/08/15 00:00:00,TAS1,27.05,30.83
2018/08/15 00:00:00,VIC1,63.65,74.04
2018/08/15 00:00:00,QLD1,74.23,73.15
2018/08/16 00:00:00,SA1,94.31,108.65
2018/08/16 00:00:00,NSW1,94.33,104.7
2018/08/16 00:00:00,VIC1,91.03,107.45
2018/08/16 00:00:00,TAS1,16.86,19.82
2018/08/16 00:00:00,QLD1,82.88,89.9
2018/08/17 00:00:00,VIC1,74.56,78
2018/08/17 00:00:00,NSW1,87.56,87.6
2018/08/17 00:00:00,TAS1,19.38,22.37
2018/08/17 00:00:00,SA1,68.50,68.8
2018/08/17 00:00:00,QLD1,78.17,77.48
2018/08/18 00:00:00,TAS1,5.68,N/A
2018/08/18 00:00:00,QLD1,62.82,N/A
2018/08/18 00:00:00,SA1,33.79,N/A
2018/08/18 00:00:00,NSW1,69.01,N/A
2018/08/18 00:00:00,VIC1,34.11,N/A
2018/08/19 00:00:00,QLD1,65.97,N/A
2018/08/19 00:00:00,SA1,50.61,N/A
2018/08/19 00:00:00,NSW1,75.45,N/A
2018/08/19 00:00:00,VIC1,43.70,N/A
2018/08/19 00:00:00,TAS1,9.03,N/A
2018/08/20 00:00:00,QLD1,90.64,98.6
2018/08/20 00:00:00,NSW1,107.40,120.3
2018/08/20 00:00:00,TAS1,35.35,35.99
2018/08/20 00:00:00,VIC1,96.74,117.27
2018/08/20 00:00:00,SA1,102.94,115.31
2018/08/21 00:00:00,NSW1,110.70,123.28
2018/08/21 00:00:00,SA1,110.95,122.42
2018/08/21 00:00:00,TAS1,29.53,29.62
2018/08/21 00:00:00,VIC1,113.59,128.08
2018/08/21 00:00:00,QLD1,97.90,105.69
2018/08/22 00:00:00,SA1,84.60,95.97
2018/08/22 00:00:00,TAS1,36.11,36.68
2018/08/22 00:00:00,VIC1,100.56,112.76
2018/08/22 00:00:00,NSW1,97.21,107.47
2018/08/22 00:00:00,QLD1,90.52,97.87
2018/08/23 00:00:00,QLD1,84.53,91.71
2018/08/23 00:00:00,TAS1,30.50,36
2018/08/23 00:00:00,VIC1,84.95,102.04
2018/08/23 00:00:00,SA1,68.77,84.55
2018/08/23 00:00:00,NSW1,91.55,101.64
2018/08/24 00:00:00,TAS1,24.29,24.3
2018/08/24 00:00:00,NSW1,95.42,103.06
2018/08/24 00:00:00,SA1,69.04,66.1
2018/08/24 00:00:00,VIC1,95.30,102.51
2018/08/24 00:00:00,QLD1,90.95,97.71
2018/08/25 00:00:00,NSW1,112.21,N/A
2018/08/25 00:00:00,QLD1,95.92,N/A
2018/08/25 00:00:00,SA1,85.26,N/A
2018/08/25 00:00:00,VIC1,115.13,N/A
2018/08/25 00:00:00,TAS1,18.09,N/A
2018/08/26 00:00:00,NSW1,112.97,N/A
2018/08/26 00:00:00,TAS1,4.96,N/A
2018/08/26 00:00:00,QLD1,77.34,N/A
2018/08/26 00:00:00,SA1,92.44,N/A
2018/08/26 00:00:00,VIC1,100.89,N/A
2018/08/27 00:00:00,QLD1,87.80,94.37
2018/08/27 00:00:00,VIC1,101.20,111.02
2018/08/27 00:00:00,SA1,94.82,101.33
2018/08/27 00:00:00,NSW1,100.01,109.7
2018/08/27 00:00:00,TAS1,33.55,43.31
2018/08/28 00:00:00,TAS1,31.48,37.52
2018/08/28 00:00:00,SA1,97.79,108.25
2018/08/28 00:00:00,NSW1,117.74,129.31
2018/08/28 00:00:00,QLD1,100.79,108.57
2018/08/28 00:00:00,VIC1,115.33,127.07
2018/08/29 00:00:00,NSW1,123.81,134.05
2018/08/29 00:00:00,SA1,55.54,82.61
2018/08/29 00:00:00,QLD1,104.85,110.21
2018/08/29 00:00:00,TAS1,9.03,8.85
2018/08/29 00:00:00,VIC1,112.47,123.39
2018/08/30 00:00:00,VIC1,90.20,117.21
2018/08/30 00:00:00,SA1,85.95,110.57
2018/08/30 00:00:00,QLD1,106.63,110.17
2018/08/30 00:00:00,NSW1,119.35,125.97
2018/08/30 00:00:00,TAS1,20.83,23.52
2018/08/31 00:00:00,SA1,91.58,112.63
2018/08/31 00:00:00,TAS1,30.59,37.54
2018/08/31 00:00:00,QLD1,84.91,94
2018/08/31 00:00:00,NSW1,128.24,157.13
2018/08/31 00:00:00,VIC1,115.21,148.84
