SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2024/07/01 00:00:00,NSW1,151.55000000,187.35000000
2024/07/01 00:00:00,SA1,292.18000000,306.31000000
2024/07/01 00:00:00,QLD1,137.02000000,166.60000000
2024/07/01 00:00:00,VIC1,264.04000000,279.15000000
2024/07/01 00:00:00,TAS1,289.36000000,303.92000000
2024/07/02 00:00:00,SA1,244.68000000,254.79000000
2024/07/02 00:00:00,NSW1,139.87000000,170.89000000
2024/07/02 00:00:00,TAS1,278.29000000,282.87000000
2024/07/02 00:00:00,QLD1,132.27000000,159.10000000
2024/07/02 00:00:00,VIC1,234.20000000,246.72000000
2024/07/03 00:00:00,QLD1,112.40000000,122.90000000
2024/07/03 00:00:00,TAS1,252.80000000,258.44000000
2024/07/03 00:00:00,VIC1,195.60000000,208.41000000
2024/07/03 00:00:00,SA1,195.30000000,209.94000000
2024/07/03 00:00:00,NSW1,127.30000000,145.13000000
2024/07/04 00:00:00,NSW1,132.82000000,136.66000000
2024/07/04 00:00:00,SA1,174.72000000,203.38000000
2024/07/04 00:00:00,TAS1,246.09000000,277.98000000
2024/07/04 00:00:00,QLD1,131.68000000,134.16000000
2024/07/04 00:00:00,VIC1,204.38000000,246.48000000
2024/07/05 00:00:00,NSW1,138.62000000,146.45000000
2024/07/05 00:00:00,VIC1,183.37000000,219.16000000
2024/07/05 00:00:00,TAS1,241.55000000,268.32000000
2024/07/05 00:00:00,SA1,105.36000000,102.52000000
2024/07/05 00:00:00,QLD1,139.79000000,146.45000000
2024/07/06 00:00:00,NSW1,112.72000000,N/A
2024/07/06 00:00:00,SA1,68.97000000,N/A
2024/07/06 00:00:00,TAS1,209.79000000,N/A
2024/07/06 00:00:00,VIC1,154.44000000,N/A
2024/07/06 00:00:00,QLD1,98.94000000,N/A
2024/07/07 00:00:00,TAS1,175.36000000,N/A
2024/07/07 00:00:00,VIC1,118.17000000,N/A
2024/07/07 00:00:00,NSW1,94.93000000,N/A
2024/07/07 00:00:00,QLD1,77.13000000,N/A
2024/07/07 00:00:00,SA1,136.94000000,N/A
2024/07/08 00:00:00,SA1,193.00000000,226.85000000
2024/07/08 00:00:00,NSW1,173.91000000,218.71000000
2024/07/08 00:00:00,QLD1,153.06000000,186.69000000
2024/07/08 00:00:00,VIC1,193.61000000,232.40000000
2024/07/08 00:00:00,TAS1,222.45000000,252.13000000
2024/07/09 00:00:00,NSW1,166.42000000,175.85000000
2024/07/09 00:00:00,TAS1,239.07000000,257.40000000
2024/07/09 00:00:00,QLD1,149.47000000,151.80000000
2024/07/09 00:00:00,SA1,198.21000000,216.05000000
2024/07/09 00:00:00,VIC1,202.52000000,227.33000000
2024/07/10 00:00:00,SA1,151.94000000,145.62000000
2024/07/10 00:00:00,QLD1,120.02000000,115.90000000
2024/07/10 00:00:00,NSW1,131.71000000,132.44000000
2024/07/10 00:00:00,TAS1,252.95000000,274.09000000
2024/07/10 00:00:00,VIC1,212.37000000,241.67000000
2024/07/11 00:00:00,TAS1,199.49000000,234.92000000
2024/07/11 00:00:00,SA1,149.71000000,184.57000000
2024/07/11 00:00:00,QLD1,105.11000000,99.66000000
2024/07/11 00:00:00,NSW1,132.65000000,142.75000000
2024/07/11 00:00:00,VIC1,151.27000000,191.49000000
2024/07/12 00:00:00,VIC1,217.56000000,194.86000000
2024/07/12 00:00:00,TAS1,247.32000000,231.70000000
2024/07/12 00:00:00,NSW1,150.20000000,149.53000000
2024/07/12 00:00:00,SA1,213.55000000,186.44000000
2024/07/12 00:00:00,QLD1,115.76000000,97.98000000
2024/07/13 00:00:00,TAS1,209.85000000,N/A
2024/07/13 00:00:00,NSW1,123.17000000,N/A
2024/07/13 00:00:00,QLD1,95.47000000,N/A
2024/07/13 00:00:00,SA1,172.29000000,N/A
2024/07/13 00:00:00,VIC1,165.84000000,N/A
2024/07/14 00:00:00,SA1,166.66000000,N/A
2024/07/14 00:00:00,TAS1,182.98000000,N/A
2024/07/14 00:00:00,NSW1,91.82000000,N/A
2024/07/14 00:00:00,VIC1,155.68000000,N/A
2024/07/14 00:00:00,QLD1,78.39000000,N/A
2024/07/15 00:00:00,NSW1,86.31000000,89.83000000
2024/07/15 00:00:00,QLD1,87.50000000,88.59000000
2024/07/15 00:00:00,SA1,114.46000000,123.91000000
2024/07/15 00:00:00,VIC1,115.01000000,130.86000000
2024/07/15 00:00:00,TAS1,152.66000000,184.74000000
2024/07/16 00:00:00,VIC1,95.51000000,122.60000000
2024/07/16 00:00:00,QLD1,85.83000000,89.00000000
2024/07/16 00:00:00,NSW1,95.02000000,112.60000000
2024/07/16 00:00:00,SA1,85.83000000,107.58000000
2024/07/16 00:00:00,TAS1,137.01000000,170.11000000
2024/07/17 00:00:00,TAS1,150.94000000,162.68000000
2024/07/17 00:00:00,NSW1,135.13000000,148.65000000
2024/07/17 00:00:00,SA1,135.65000000,145.26000000
2024/07/17 00:00:00,QLD1,128.94000000,137.10000000
2024/07/17 00:00:00,VIC1,142.37000000,156.26000000
2024/07/18 00:00:00,NSW1,127.41000000,134.83000000
2024/07/18 00:00:00,VIC1,160.97000000,191.45000000
2024/07/18 00:00:00,QLD1,124.41000000,129.36000000
2024/07/18 00:00:00,SA1,783.37000000,1153.55000000
2024/07/18 00:00:00,TAS1,159.55000000,186.24000000
2024/07/19 00:00:00,QLD1,81.84000000,67.23000000
2024/07/19 00:00:00,SA1,144.62000000,103.54000000
2024/07/19 00:00:00,NSW1,90.06000000,92.76000000
2024/07/19 00:00:00,VIC1,77.86000000,114.60000000
2024/07/19 00:00:00,TAS1,91.84000000,121.57000000
2024/07/20 00:00:00,VIC1,31.29000000,N/A
2024/07/20 00:00:00,QLD1,46.52000000,N/A
2024/07/20 00:00:00,TAS1,55.64000000,N/A
2024/07/20 00:00:00,NSW1,44.96000000,N/A
2024/07/20 00:00:00,SA1,7.75000000,N/A
2024/07/21 00:00:00,QLD1,43.38000000,N/A
2024/07/21 00:00:00,TAS1,56.52000000,N/A
2024/07/21 00:00:00,NSW1,54.31000000,N/A
2024/07/21 00:00:00,VIC1,34.93000000,N/A
2024/07/21 00:00:00,SA1,37.48000000,N/A
2024/07/22 00:00:00,TAS1,57.93000000,71.11000000
2024/07/22 00:00:00,NSW1,96.20000000,98.45000000
2024/07/22 00:00:00,QLD1,81.89000000,71.58000000
2024/07/22 00:00:00,SA1,55.95000000,64.69000000
2024/07/22 00:00:00,VIC1,47.34000000,64.60000000
2024/07/23 00:00:00,QLD1,83.06000000,69.06000000
2024/07/23 00:00:00,SA1,19.99000000,21.20000000
2024/07/23 00:00:00,TAS1,37.18000000,46.97000000
2024/07/23 00:00:00,NSW1,80.17000000,69.58000000
2024/07/23 00:00:00,VIC1,23.27000000,30.17000000
2024/07/24 00:00:00,QLD1,80.46000000,64.68000000
2024/07/24 00:00:00,NSW1,74.25000000,62.49000000
2024/07/24 00:00:00,SA1,-14.47000000,-18.39000000
2024/07/24 00:00:00,TAS1,35.37000000,54.89000000
2024/07/24 00:00:00,VIC1,21.00000000,38.19000000
2024/07/25 00:00:00,NSW1,76.82000000,77.45000000
2024/07/25 00:00:00,QLD1,79.49000000,76.59000000
2024/07/25 00:00:00,SA1,105.92000000,111.98000000
2024/07/25 00:00:00,VIC1,103.40000000,135.77000000
2024/07/25 00:00:00,TAS1,112.22000000,142.44000000
2024/07/26 00:00:00,NSW1,92.92000000,94.32000000
2024/07/26 00:00:00,SA1,37.95000000,19.01000000
2024/07/26 00:00:00,VIC1,40.14000000,35.45000000
2024/07/26 00:00:00,QLD1,97.29000000,96.83000000
2024/07/26 00:00:00,TAS1,89.54000000,94.78000000
2024/07/27 00:00:00,NSW1,116.97000000,N/A
2024/07/27 00:00:00,VIC1,93.44000000,N/A
2024/07/27 00:00:00,TAS1,142.65000000,N/A
2024/07/27 00:00:00,SA1,78.78000000,N/A
2024/07/27 00:00:00,QLD1,124.42000000,N/A
2024/07/28 00:00:00,NSW1,101.99000000,N/A
2024/07/28 00:00:00,TAS1,164.03000000,N/A
2024/07/28 00:00:00,VIC1,106.22000000,N/A
2024/07/28 00:00:00,QLD1,109.17000000,N/A
2024/07/28 00:00:00,SA1,1395.22000000,N/A
2024/07/29 00:00:00,NSW1,258.52000000,329.63000000
2024/07/29 00:00:00,SA1,303.35000000,354.36000000
2024/07/29 00:00:00,TAS1,320.19000000,388.64000000
2024/07/29 00:00:00,QLD1,228.75000000,275.23000000
2024/07/29 00:00:00,VIC1,296.51000000,385.22000000
2024/07/30 00:00:00,NSW1,276.50000000,336.45000000
2024/07/30 00:00:00,TAS1,310.91000000,369.09000000
