SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2018/10/01 00:00:00,QLD1,64.35,68.72
2018/10/01 00:00:00,TAS1,106.20,117.99
2018/10/01 00:00:00,NSW1,71.37,76.76
2018/10/01 00:00:00,VIC1,108.39,126.55
2018/10/01 00:00:00,SA1,94.56,108.5
2018/10/02 00:00:00,TAS1,97.99,100.91
2018/10/02 00:00:00,VIC1,105.08,105.81
2018/10/02 00:00:00,QLD1,66.49,68.25
2018/10/02 00:00:00,SA1,99.91,97.17
2018/10/02 00:00:00,NSW1,74.30,76.23
2018/10/03 00:00:00,SA1,120.93,125.05
2018/10/03 00:00:00,NSW1,88.56,92.69
2018/10/03 00:00:00,TAS1,103.50,103.35
2018/10/03 00:00:00,VIC1,119.31,125.94
2018/10/03 00:00:00,QLD1,81.44,83.93
2018/10/04 00:00:00,NSW1,92.53,102.54
2018/10/04 00:00:00,QLD1,79.50,84.31
2018/10/04 00:00:00,SA1,90.77,97.17
2018/10/04 00:00:00,VIC1,95.29,103.51
2018/10/04 00:00:00,TAS1,87.56,94.18
2018/10/05 00:00:00,NSW1,96.40,110.24
2018/10/05 00:00:00,TAS1,102.58,107.27
2018/10/05 00:00:00,VIC1,104.48,112.3
2018/10/05 00:00:00,QLD1,91.57,104.62
2018/10/05 00:00:00,SA1,105.60,113.35
2018/10/06 00:00:00,QLD1,64.88,N/A
2018/10/06 00:00:00,SA1,109.62,N/A
2018/10/06 00:00:00,TAS1,105.32,N/A
2018/10/06 00:00:00,NSW1,81.45,N/A
2018/10/06 00:00:00,VIC1,101.03,N/A
2018/10/07 00:00:00,SA1,84.57,N/A
2018/10/07 00:00:00,NSW1,71.83,N/A
2018/10/07 00:00:00,VIC1,80.89,N/A
2018/10/07 00:00:00,QLD1,66.27,N/A
2018/10/07 00:00:00,TAS1,86.29,N/A
2018/10/08 00:00:00,QLD1,73.13,78.8
2018/10/08 00:00:00,VIC1,86.87,93.66
2018/10/08 00:00:00,SA1,84.98,93.02
2018/10/08 00:00:00,NSW1,80.97,87.03
2018/10/08 00:00:00,TAS1,79.87,82.12
2018/10/09 00:00:00,SA1,94.10,97.62
2018/10/09 00:00:00,NSW1,88,92.75
2018/10/09 00:00:00,TAS1,98.14,100.7
2018/10/09 00:00:00,VIC1,96.60,100.14
2018/10/09 00:00:00,QLD1,81.40,85.84
2018/10/10 00:00:00,NSW1,74.60,81.79
2018/10/10 00:00:00,QLD1,70.05,76.23
2018/10/10 00:00:00,VIC1,71.65,80.22
2018/10/10 00:00:00,SA1,66.53,72.98
2018/10/10 00:00:00,TAS1,78.26,80.18
2018/10/11 00:00:00,NSW1,82.55,89.42
2018/10/11 00:00:00,QLD1,77.75,83.46
2018/10/11 00:00:00,VIC1,83.84,88.07
2018/10/11 00:00:00,SA1,80.71,83.45
2018/10/11 00:00:00,TAS1,86.72,92.96
2018/10/12 00:00:00,SA1,88.53,97.78
2018/10/12 00:00:00,TAS1,74.85,81.87
2018/10/12 00:00:00,NSW1,86.84,90.18
2018/10/12 00:00:00,VIC1,88.28,92.24
2018/10/12 00:00:00,QLD1,84.45,87.64
2018/10/13 00:00:00,SA1,74.67,N/A
2018/10/13 00:00:00,TAS1,63.06,N/A
2018/10/13 00:00:00,VIC1,72.96,N/A
2018/10/13 00:00:00,NSW1,73.38,N/A
2018/10/13 00:00:00,QLD1,70.34,N/A
2018/10/14 00:00:00,QLD1,55.55,N/A
2018/10/14 00:00:00,TAS1,57.27,N/A
2018/10/14 00:00:00,SA1,53.60,N/A
2018/10/14 00:00:00,VIC1,54.80,N/A
2018/10/14 00:00:00,NSW1,59.79,N/A
2018/10/15 00:00:00,SA1,72.49,76.41
2018/10/15 00:00:00,TAS1,76.03,84.08
2018/10/15 00:00:00,QLD1,73.31,78.31
2018/10/15 00:00:00,NSW1,78.08,82.57
2018/10/15 00:00:00,VIC1,77.32,83.14
2018/10/16 00:00:00,SA1,77.04,86.91
2018/10/16 00:00:00,TAS1,79.55,88.79
2018/10/16 00:00:00,QLD1,76.32,85.56
2018/10/16 00:00:00,NSW1,85.56,96.87
2018/10/16 00:00:00,VIC1,87.41,100.31
2018/10/17 00:00:00,SA1,118.77,130.31
2018/10/17 00:00:00,VIC1,121.17,131.35
2018/10/17 00:00:00,QLD1,97.03,103.64
2018/10/17 00:00:00,NSW1,123.38,134.81
2018/10/17 00:00:00,TAS1,111.19,122.31
2018/10/18 00:00:00,QLD1,90.21,92.81
2018/10/18 00:00:00,VIC1,163.91,168.21
2018/10/18 00:00:00,TAS1,126.62,119.56
2018/10/18 00:00:00,SA1,172.43,174.91
2018/10/18 00:00:00,NSW1,176.31,190.7
2018/10/19 00:00:00,VIC1,99.54,95.85
2018/10/19 00:00:00,QLD1,95.90,100.96
2018/10/19 00:00:00,NSW1,120.22,125.9
2018/10/19 00:00:00,SA1,83.40,77.57
2018/10/19 00:00:00,TAS1,89.94,83.82
2018/10/20 00:00:00,NSW1,94.11,N/A
2018/10/20 00:00:00,QLD1,83.46,N/A
2018/10/20 00:00:00,SA1,84.68,N/A
2018/10/20 00:00:00,TAS1,84.28,N/A
2018/10/20 00:00:00,VIC1,94.11,N/A
2018/10/21 00:00:00,TAS1,80.71,N/A
2018/10/21 00:00:00,SA1,83.26,N/A
2018/10/21 00:00:00,QLD1,69.49,N/A
2018/10/21 00:00:00,VIC1,79.64,N/A
2018/10/21 00:00:00,NSW1,74.33,N/A
2018/10/22 00:00:00,VIC1,84.31,85.27
2018/10/22 00:00:00,TAS1,85.37,86.42
2018/10/22 00:00:00,QLD1,76.30,84.65
2018/10/22 00:00:00,SA1,78.91,77.21
2018/10/22 00:00:00,NSW1,75.59,82.79
2018/10/23 00:00:00,SA1,84.19,75.9
2018/10/23 00:00:00,QLD1,77.34,83.85
2018/10/23 00:00:00,VIC1,89.51,84.9
2018/10/23 00:00:00,NSW1,77.38,83.02
2018/10/23 00:00:00,TAS1,95.25,90.79
2018/10/24 00:00:00,SA1,87.56,89.04
2018/10/24 00:00:00,QLD1,71.69,73.74
2018/10/24 00:00:00,VIC1,92.28,92.65
2018/10/24 00:00:00,TAS1,92.79,91.38
2018/10/24 00:00:00,NSW1,75.41,76.24
2018/10/25 00:00:00,QLD1,91.19,98.92
2018/10/25 00:00:00,SA1,107.43,103.74
2018/10/25 00:00:00,VIC1,112.91,112.08
2018/10/25 00:00:00,NSW1,99.66,105.85
2018/10/25 00:00:00,TAS1,108.65,104.53
2018/10/26 00:00:00,NSW1,91.94,96.87
2018/10/26 00:00:00,SA1,110.17,105.56
2018/10/26 00:00:00,VIC1,110.42,105.86
2018/10/26 00:00:00,TAS1,98.38,95.46
2018/10/26 00:00:00,QLD1,82.11,87.6
2018/10/27 00:00:00,QLD1,64.98,N/A
2018/10/27 00:00:00,TAS1,86.50,N/A
2018/10/27 00:00:00,SA1,106.69,N/A
2018/10/27 00:00:00,NSW1,72.03,N/A
2018/10/27 00:00:00,VIC1,98.79,N/A
2018/10/28 00:00:00,VIC1,107.77,N/A
2018/10/28 00:00:00,TAS1,107.28,N/A
2018/10/28 00:00:00,SA1,113.35,N/A
2018/10/28 00:00:00,NSW1,74.40,N/A
2018/10/28 00:00:00,QLD1,69.02,N/A
2018/10/29 00:00:00,SA1,146.45,138.85
2018/10/29 00:00:00,QLD1,90.22,103.15
2018/10/29 00:00:00,VIC1,142.03,135.2
2018/10/29 00:00:00,TAS1,137.87,134.46
2018/10/29 00:00:00,NSW1,92.06,105.23
2018/10/30 00:00:00,TAS1,131.14,119.49
2018/10/30 00:00:00,NSW1,95.67,105.98
2018/10/30 00:00:00,QLD1,92.68,101.9
2018/10/30 00:00:00,SA1,146.96,136.82
2018/10/30 00:00:00,VIC1,145.13,136.17
2018/10/31 00:00:00,SA1,118.94,134.91
2018/10/31 00:00:00,NSW1,107.06,125.53
2018/10/31 00:00:00,QLD1,100.24,115.65
2018/10/31 00:00:00,TAS1,137.29,150.71
2018/10/31 00:00:00,VIC1,118.93,133.78
