C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2019/03/02,00:10:03,0000000304980255,
D,TRADING,PRICE,2,"2018/12/02 03:30:00",1,VIC1,7,14.44
D,TRADING,PRICE,2,"2018/12/02 04:00:00",1,NSW1,8,54.63
D,TRADING,PRICE,2,"2018/12/02 04:00:00",1,QLD1,8,53.67
D,TRADING,PRICE,2,"2018/12/02 04:00:00",1,SA1,8,5.65
D,TRADING,PRICE,2,"2018/12/02 04:00:00",1,TAS1,8,6.45
D,TRADING,PRICE,2,"2018/12/02 04:00:00",1,VIC1,8,6.02
D,TRADING,PRICE,2,"2018/12/02 04:30:00",1,NSW1,9,51.73
D,TRADING,PRICE,2,"2018/12/02 04:30:00",1,QLD1,9,51.27
D,TRADING,PRICE,2,"2018/12/02 04:30:00",1,SA1,9,5.69
D,TRADING,PRICE,2,"2018/12/02 04:30:00",1,TAS1,9,6.55
D,TRADING,PRICE,2,"2018/12/02 04:30:00",1,VIC1,9,6.05
D,TRADING,PRICE,2,"2018/12/02 05:00:00",1,NSW1,10,49.56
D,TRADING,PRICE,2,"2018/12/02 05:00:00",1,QLD1,10,48.98
D,TRADING,PRICE,2,"2018/12/02 05:00:00",1,SA1,10,13.2
D,TRADING,PRICE,2,"2018/12/02 05:00:00",1,TAS1,10,14.97
D,TRADING,PRICE,2,"2018/12/02 05:00:00",1,VIC1,10,14.06
D,TRADING,PRICE,2,"2018/12/02 05:30:00",1,NSW1,11,39.9
D,TRADING,PRICE,2,"2018/12/02 05:30:00",1,QLD1,11,37.83
D,TRADING,PRICE,2,"2018/12/02 05:30:00",1,SA1,11,8.4
D,TRADING,PRICE,2,"2018/12/02 05:30:00",1,TAS1,11,9.52
D,TRADING,PRICE,2,"2018/12/02 05:30:00",1,VIC1,11,8.95
D,TRADING,PRICE,2,"2018/12/02 06:00:00",1,NSW1,12,40.38
D,TRADING,PRICE,2,"2018/12/02 06:00:00",1,QLD1,12,38.25
D,TRADING,PRICE,2,"2018/12/02 06:00:00",1,SA1,12,9.65
D,TRADING,PRICE,2,"2018/12/02 06:00:00",1,TAS1,12,10.96
D,TRADING,PRICE,2,"2018/12/02 06:00:00",1,VIC1,12,10.26
D,TRADING,PRICE,2,"2018/12/02 06:30:00",1,NSW1,13,13.53
D,TRADING,PRICE,2,"2018/12/02 06:30:00",1,QLD1,13,12.42
D,TRADING,PRICE,2,"2018/12/02 06:30:00",1,SA1,13,11.27
D,TRADING,PRICE,2,"2018/12/02 06:30:00",1,TAS1,13,26.52
D,TRADING,PRICE,2,"2018/12/02 06:30:00",1,VIC1,13,12.27
D,TRADING,PRICE,2,"2018/12/02 07:00:00",1,NSW1,14,28.9
D,TRADING,PRICE,2,"2018/12/02 07:00:00",1,QLD1,14,25.73
D,TRADING,PRICE,2,"2018/12/02 07:00:00",1,SA1,14,14.08
D,TRADING,PRICE,2,"2018/12/02 07:00:00",1,TAS1,14,16.86
D,TRADING,PRICE,2,"2018/12/02 07:00:00",1,VIC1,14,15.53
D,TRADING,PRICE,2,"2018/12/02 07:30:00",1,NSW1,15,48.66
D,TRADING,PRICE,2,"2018/12/02 07:30:00",1,QLD1,15,43.15
D,TRADING,PRICE,2,"2018/12/02 07:30:00",1,SA1,15,17.86
D,TRADING,PRICE,2,"2018/12/02 07:30:00",1,TAS1,15,21.69
D,TRADING,PRICE,2,"2018/12/02 07:30:00",1,VIC1,15,19.94
D,TRADING,PRICE,2,"2018/12/02 08:00:00",1,NSW1,16,52.82
D,TRADING,PRICE,2,"2018/12/02 08:00:00",1,QLD1,16,47.15
D,TRADING,PRICE,2,"2018/12/02 08:00:00",1,SA1,16,4.63
D,TRADING,PRICE,2,"2018/12/02 08:00:00",1,TAS1,16,12.6
D,TRADING,PRICE,2,"2018/12/02 08:00:00",1,VIC1,16,5.24
D,TRADING,PRICE,2,"2018/12/02 08:30:00",1,NSW1,17,46.63
D,TRADING,PRICE,2,"2018/12/02 08:30:00",1,QLD1,17,42.26
D,TRADING,PRICE,2,"2018/12/02 08:30:00",1,SA1,17,25.82
D,TRADING,PRICE,2,"2018/12/02 08:30:00",1,TAS1,17,52.15
D,TRADING,PRICE,2,"2018/12/02 08:30:00",1,VIC1,17,23.73
D,TRADING,PRICE,2,"2018/12/02 09:00:00",1,NSW1,18,58.17
D,TRADING,PRICE,2,"2018/12/02 09:00:00",1,QLD1,18,53.82
D,TRADING,PRICE,2,"2018/12/02 09:00:00",1,SA1,18,12.15
D,TRADING,PRICE,2,"2018/12/02 09:00:00",1,TAS1,18,30.11
D,TRADING,PRICE,2,"2018/12/02 09:00:00",1,VIC1,18,13.68
D,TRADING,PRICE,2,"2018/12/02 09:30:00",1,NSW1,19,68.48
D,TRADING,PRICE,2,"2018/12/02 09:30:00",1,QLD1,19,64.22
D,TRADING,PRICE,2,"2018/12/02 09:30:00",1,SA1,19,-41.76
D,TRADING,PRICE,2,"2018/12/02 09:30:00",1,TAS1,19,-20.6
D,TRADING,PRICE,2,"2018/12/02 09:30:00",1,VIC1,19,-19.27
D,TRADING,PRICE,2,"2018/12/02 10:00:00",1,NSW1,20,57.26
D,TRADING,PRICE,2,"2018/12/02 10:00:00",1,QLD1,20,54.67
D,TRADING,PRICE,2,"2018/12/02 10:00:00",1,SA1,20,-96.8
D,TRADING,PRICE,2,"2018/12/02 10:00:00",1,TAS1,20,17
