C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2024/08/06,20:45:04,0000000428654075,
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP
D,TRADING,PRICE,2,"2024/07/01 10:40:00",1,NSW1,128,76.72
D,TRADING,PRICE,2,"2024/07/01 10:40:00",1,VIC1,128,237.67
D,TRADING,PRICE,2,"2024/07/01 10:40:00",1,SA1,128,242.7
D,TRADING,PRICE,2,"2024/07/01 10:40:00",1,QLD1,128,150.75
D,TRADING,PRICE,2,"2024/07/01 10:40:00",1,TAS1,128,260.18
D,TRADING,PRICE,2,"2024/07/01 10:50:00",1,NSW1,130,76.72
D,TRADING,PRICE,2,"2024/07/01 10:50:00",1,VIC1,130,176.12
D,TRADING,PRICE,2,"2024/07/01 10:50:00",1,SA1,130,176.42
D,TRADING,PRICE,2,"2024/07/01 10:50:00",1,QLD1,130,93.83
D,TRADING,PRICE,2,"2024/07/01 10:50:00",1,TAS1,130,260.18
D,TRADING,PRICE,2,"2024/07/01 11:00:00",1,NSW1,132,45
D,TRADING,PRICE,2,"2024/07/01 11:00:00",1,VIC1,132,206.22
D,TRADING,PRICE,2,"2024/07/01 11:00:00",1,SA1,132,208.21
D,TRADING,PRICE,2,"2024/07/01 11:00:00",1,QLD1,132,48.87
D,TRADING,PRICE,2,"2024/07/01 11:00:00",1,TAS1,132,260.18
D,TRADING,PRICE,2,"2024/07/01 11:15:00",1,NSW1,135,54
D,TRADING,PRICE,2,"2024/07/01 11:15:00",1,VIC1,135,174.21
D,TRADING,PRICE,2,"2024/07/01 11:15:00",1,SA1,135,175.98
D,TRADING,PRICE,2,"2024/07/01 11:15:00",1,QLD1,135,56.47
D,TRADING,PRICE,2,"2024/07/01 11:15:00",1,TAS1,135,260.18
D,TRADING,PRICE,2,"2024/07/01 11:20:00",1,NSW1,136,54
D,TRADING,PRICE,2,"2024/07/01 11:20:00",1,VIC1,136,176.35
D,TRADING,PRICE,2,"2024/07/01 11:20:00",1,SA1,136,175.98
D,TRADING,PRICE,2,"2024/07/01 11:20:00",1,QLD1,136,56.85
D,TRADING,PRICE,2,"2024/07/01 11:20:00",1,TAS1,136,260.18
D,TRADING,PRICE,2,"2024/07/01 11:25:00",1,NSW1,137,57.04
D,TRADING,PRICE,2,"2024/07/01 11:25:00",1,VIC1,137,147.36
D,TRADING,PRICE,2,"2024/07/01 11:25:00",1,SA1,137,151.17
D,TRADING,PRICE,2,"2024/07/01 11:25:00",1,QLD1,137,59.75
D,TRADING,PRICE,2,"2024/07/01 11:25:00",1,TAS1,137,260.18
D,TRADING,PRICE,2,"2024/07/01 11:30:00",1,NSW1,138,56.98
D,TRADING,PRICE,2,"2024/07/01 11:30:00",1,VIC1,138,147.07
D,TRADING,PRICE,2,"2024/07/01 11:30:00",1,SA1,138,151.53
D,TRADING,PRICE,2,"2024/07/01 11:30:00",1,QLD1,138,59.33
D,TRADING,PRICE,2,"2024/07/01 11:30:00",1,TAS1,138,260.18
D,TRADING,PRICE,2,"2024/07/01 11:35:00",1,NSW1,139,58.3
D,TRADING,PRICE,2,"2024/07/01 11:35:00",1,VIC1,139,172.01
D,TRADING,PRICE,2,"2024/07/01 11:35:00",1,SA1,139,175.98
D,TRADING,PRICE,2,"2024/07/01 11:35:00",1,QLD1,139,59.95
D,TRADING,PRICE,2,"2024/07/01 11:35:00",1,TAS1,139,210.18
D,TRADING,PRICE,2,"2024/07/01 11:40:00",1,NSW1,140,76.72
D,TRADING,PRICE,2,"2024/07/01 11:40:00",1,VIC1,140,178.12
D,TRADING,PRICE,2,"2024/07/01 11:40:00",1,SA1,140,181.31
D,TRADING,PRICE,2,"2024/07/01 11:40:00",1,QLD1,140,79.43
D,TRADING,PRICE,2,"2024/07/01 11:40:00",1,TAS1,140,210.18
D,TRADING,PRICE,2,"2024/07/01 11:55:00",1,NSW1,143,82.71
D,TRADING,PRICE,2,"2024/07/01 11:55:00",1,VIC1,143,172.84
D,TRADING,PRICE,2,"2024/07/01 11:55:00",1,SA1,143,175.65
D,TRADING,PRICE,2,"2024/07/01 11:55:00",1,QLD1,143,86.83
D,TRADING,PRICE,2,"2024/07/01 11:55:00",1,TAS1,143,260.16
D,TRADING,PRICE,2,"2024/07/01 12:00:00",1,NSW1,144,79
D,TRADING,PRICE,2,"2024/07/01 12:00:00",1,VIC1,144,168.11
D,TRADING,PRICE,2,"2024/07/01 12:00:00",1,SA1,144,175.05
D,TRADING,PRICE,2,"2024/07/01 12:00:00",1,QLD1,144,83.85
D,TRADING,PRICE,2,"2024/07/01 12:00:00",1,TAS1,144,260.2
D,TRADING,PRICE,2,"2024/07/01 12:10:00",1,NSW1,146,140.78
D,TRADING,PRICE,2,"2024/07/01 12:10:00",1,VIC1,146,223.08
D,TRADING,PRICE,2,"2024/07/01 12:10:00",1,SA1,146,232.42
D,TRADING,PRICE,2,"2024/07/01 12:10:00",1,QLD1,146,151.4
D,TRADING,PRICE,2,"2024/07/01 12:10:00",1,TAS1,146,260.18
D,TRADING,PRICE,2,"2024/07/01 12:20:00",1,NSW1,148,87.17
D,TRADING,PRICE,2,"2024/07/01 12:20:00",1,VIC1,148,166.89
D,TRADING,PRICE,2,"2024/07/01 12:20:00",1,SA1,148,175.97
D,TRADING,PRICE,2,"2024/07/01 12:20:00",1,QLD1,148,93.7
D,TRADING,PRICE,2,"2024/07/01 12:20:00",1,TAS1,148,260.2
D,TRADING,PRICE,2,"2024/07/01 00:25:00",1,NSW1,5,104.25
D,TRADING,PRICE,2,"2024/07/01 00:25:00",1,VIC1,5,270.98
D,TRADING,PRICE,2,"2024/07/01 00:25:00",1,SA1,5,293.79
D,TRADING,PRICE,2,"2024/07/01 00:25:00",1,QLD1,5,100.66
D,TRADING,PRICE,2,"2024/07/01 00:25:00",1,TAS1,5,295.87
D,TRADING,PRICE,2,"2024/07/01 00:30:00",1,NSW1,6,64.63
D,TRADING,PRICE,2,"2024/07/01 00:30:00",1,VIC1,6,234.88
D,TRADING,PRICE,2,"2024/07/01 00:30:00",1,SA1,6,258.91
D,TRADING,PRICE,2,"2024/07/01 00:30:00",1,QLD1,6,62.34
D,TRADING,PRICE,2,"2024/07/01 00:30:00",1,TAS1,6,258.12
D,TRADING,PRICE,2,"2024/07/01 00:35:00",1,NSW1,7,62.27
D,TRADING,PRICE,2,"2024/07/01 00:35:00",1,VIC1,7,249.91
D,TRADING,PRICE,2,"2024/07/01 00:35:00",1,SA1,7,276.51
D,TRADING,PRICE,2,"2024/07/01 00:35:00",1,QLD1,7,60.02
D,TRADING,PRICE,2,"2024/07/01 00:35:00",1,TAS1,7,266.14
D,TRADING,PRICE,2,"2024/07/01 00:45:00",1,NSW1,9,76.57
