C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2018/08/07,00:35:00,0000000297752590,
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP
D,TRADING,PRICE,2,"2018/07/01 00:30:00",1,NSW1,1,74.62
D,TRADING,PRICE,2,"2018/07/01 00:30:00",1,QLD1,1,63.89
D,TRADING,PRICE,2,"2018/07/01 00:30:00",1,SA1,1,151.21
D,TRADING,PRICE,2,"2018/07/01 00:30:00",1,TAS1,1,83.82
D,TRADING,PRICE,2,"2018/07/01 00:30:00",1,VIC1,1,92.13
D,TRADING,PRICE,2,"2018/07/01 01:00:00",1,NSW1,2,64.91
D,TRADING,PRICE,2,"2018/07/01 01:00:00",1,QLD1,2,56.48
D,TRADING,PRICE,2,"2018/07/01 01:00:00",1,SA1,2,153.61
D,TRADING,PRICE,2,"2018/07/01 01:00:00",1,TAS1,2,108.22
D,TRADING,PRICE,2,"2018/07/01 01:00:00",1,VIC1,2,118.96
D,TRADING,PRICE,2,"2018/07/01 01:30:00",1,NSW1,3,60.8
D,TRADING,PRICE,2,"2018/07/01 01:30:00",1,QLD1,3,53.2
D,TRADING,PRICE,2,"2018/07/01 01:30:00",1,SA1,3,139.34
D,TRADING,PRICE,2,"2018/07/01 01:30:00",1,TAS1,3,77.28
D,TRADING,PRICE,2,"2018/07/01 01:30:00",1,VIC1,3,85.68
D,TRADING,PRICE,2,"2018/07/01 02:00:00",1,NSW1,4,63.62
D,TRADING,PRICE,2,"2018/07/01 02:00:00",1,QLD1,4,55.78
D,TRADING,PRICE,2,"2018/07/01 02:00:00",1,SA1,4,131.75
D,TRADING,PRICE,2,"2018/07/01 02:00:00",1,TAS1,4,78.28
D,TRADING,PRICE,2,"2018/07/01 02:00:00",1,VIC1,4,85.98
D,TRADING,PRICE,2,"2018/07/01 02:30:00",1,NSW1,5,62.12
D,TRADING,PRICE,2,"2018/07/01 02:30:00",1,QLD1,5,54.46
D,TRADING,PRICE,2,"2018/07/01 02:30:00",1,SA1,5,112.67
D,TRADING,PRICE,2,"2018/07/01 02:30:00",1,TAS1,5,61.2
D,TRADING,PRICE,2,"2018/07/01 02:30:00",1,VIC1,5,66.41
D,TRADING,PRICE,2,"2018/07/01 03:00:00",1,NSW1,6,61.29
D,TRADING,PRICE,2,"2018/07/01 03:00:00",1,QLD1,6,53.61
D,TRADING,PRICE,2,"2018/07/01 03:00:00",1,SA1,6,93.35
D,TRADING,PRICE,2,"2018/07/01 03:00:00",1,TAS1,6,59.26
D,TRADING,PRICE,2,"2018/07/01 03:00:00",1,VIC1,6,63.95
D,TRADING,PRICE,2,"2018/07/01 03:30:00",1,NSW1,7,61.63
D,TRADING,PRICE,2,"2018/07/01 03:30:00",1,QLD1,7,53.5
D,TRADING,PRICE,2,"2018/07/01 03:30:00",1,SA1,7,82.18
