SETTLEMENTDATE,REGIONID,AVGRRP,PEAKRRP
2024/11/01 00:00:00,VIC1,15.12000000,-2.98000000
2024/11/01 00:00:00,SA1,16.82000000,-0.48000000
2024/11/01 00:00:00,TAS1,114.92000000,113.81000000
2024/11/01 00:00:00,NSW1,61.26000000,53.87000000
2024/11/01 00:00:00,QLD1,58.82000000,38.06000000
2024/11/02 00:00:00,TAS1,45.15000000,N/A
2024/11/02 00:00:00,NSW1,56.84000000,N/A
2024/11/02 00:00:00,QLD1,42.27000000,N/A
2024/11/02 00:00:00,SA1,-49.54000000,N/A
2024/11/02 00:00:00,VIC1,-35.03000000,N/A
2024/11/03 00:00:00,QLD1,35.22000000,N/A
2024/11/03 00:00:00,SA1,2.34000000,N/A
2024/11/03 00:00:00,TAS1,38.53000000,N/A
2024/11/03 00:00:00,VIC1,1.19000000,N/A
2024/11/03 00:00:00,NSW1,28.71000000,N/A
2024/11/04 00:00:00,NSW1,123.78000000,133.38000000
2024/11/04 00:00:00,VIC1,60.04000000,36.40000000
2024/11/04 00:00:00,TAS1,70.86000000,54.84000000
2024/11/04 00:00:00,QLD1,78.88000000,64.90000000
2024/11/04 00:00:00,SA1,68.14000000,38.65000000
2024/11/05 00:00:00,NSW1,107.15000000,96.83000000
2024/11/05 00:00:00,QLD1,79.83000000,64.47000000
2024/11/05 00:00:00,SA1,69.76000000,50.99000000
2024/11/05 00:00:00,TAS1,108.52000000,116.09000000
2024/11/05 00:00:00,VIC1,65.66000000,47.81000000
2024/11/06 00:00:00,VIC1,21.08000000,26.80000000
2024/11/06 00:00:00,NSW1,111.49000000,118.06000000
2024/11/06 00:00:00,SA1,23.55000000,31.45000000
2024/11/06 00:00:00,QLD1,108.54000000,111.18000000
2024/11/06 00:00:00,TAS1,39.98000000,41.74000000
2024/11/07 00:00:00,VIC1,45.79000000,11.64000000
2024/11/07 00:00:00,QLD1,1597.94000000,2465.16000000
2024/11/07 00:00:00,NSW1,1649.85000000,2565.12000000
2024/11/07 00:00:00,TAS1,84.30000000,71.40000000
2024/11/07 00:00:00,SA1,49.07000000,1.25000000
2024/11/08 00:00:00,TAS1,28.28000000,22.93000000
2024/11/08 00:00:00,SA1,12.31000000,-0.25000000
2024/11/08 00:00:00,QLD1,238.62000000,264.98000000
2024/11/08 00:00:00,NSW1,184.38000000,210.99000000
2024/11/08 00:00:00,VIC1,10.17000000,-2.49000000
2024/11/09 00:00:00,QLD1,96.68000000,N/A
2024/11/09 00:00:00,VIC1,86.77000000,N/A
2024/11/09 00:00:00,NSW1,94.14000000,N/A
2024/11/09 00:00:00,TAS1,83.31000000,N/A
2024/11/09 00:00:00,SA1,86.73000000,N/A
2024/11/10 00:00:00,NSW1,73.89000000,N/A
2024/11/10 00:00:00,QLD1,98.62000000,N/A
2024/11/10 00:00:00,SA1,46.97000000,N/A
2024/11/10 00:00:00,VIC1,31.02000000,N/A
2024/11/10 00:00:00,TAS1,72.21000000,N/A
2024/11/11 00:00:00,SA1,96.61000000,79.15000000
2024/11/11 00:00:00,VIC1,72.96000000,57.25000000
2024/11/11 00:00:00,NSW1,240.97000000,323.56000000
2024/11/11 00:00:00,TAS1,126.33000000,130.25000000
2024/11/11 00:00:00,QLD1,240.41000000,300.22000000
2024/11/12 00:00:00,NSW1,173.87000000,177.69000000
2024/11/12 00:00:00,VIC1,131.93000000,129.02000000
2024/11/12 00:00:00,QLD1,250.52000000,192.78000000
2024/11/12 00:00:00,SA1,124.06000000,108.99000000
2024/11/12 00:00:00,TAS1,134.92000000,132.81000000
2024/11/13 00:00:00,SA1,48.54000000,1.19000000
2024/11/13 00:00:00,VIC1,52.63000000,5.89000000
2024/11/13 00:00:00,NSW1,124.37000000,111.07000000
2024/11/13 00:00:00,TAS1,99.77000000,77.24000000
2024/11/13 00:00:00,QLD1,126.31000000,116.24000000
2024/11/14 00:00:00,TAS1,103.32000000,85.99000000
2024/11/14 00:00:00,NSW1,128.16000000,116.49000000
2024/11/14 00:00:00,VIC1,82.32000000,50.80000000
2024/11/14 00:00:00,QLD1,117.07000000,107.50000000
2024/11/14 00:00:00,SA1,90.32000000,56.95000000
2024/11/15 00:00:00,TAS1,85.62000000,64.49000000
2024/11/15 00:00:00,NSW1,127.69000000,133.19000000
2024/11/15 00:00:00,SA1,69.52000000,36.47000000
2024/11/15 00:00:00,QLD1,139.42000000,148.91000000
2024/11/15 00:00:00,VIC1,54.23000000,16.74000000
2024/11/16 00:00:00,VIC1,4.67000000,N/A
2024/11/16 00:00:00,SA1,2.19000000,N/A
2024/11/16 00:00:00,QLD1,106.62000000,N/A
2024/11/16 00:00:00,TAS1,46.48000000,N/A
2024/11/16 00:00:00,NSW1,73.39000000,N/A
2024/11/17 00:00:00,VIC1,-17.80000000,N/A
2024/11/17 00:00:00,TAS1,29.02000000,N/A
2024/11/17 00:00:00,NSW1,58.45000000,N/A
2024/11/17 00:00:00,QLD1,60.24000000,N/A
2024/11/17 00:00:00,SA1,-73.98000000,N/A
2024/11/18 00:00:00,TAS1,35.38000000,29.74000000
2024/11/18 00:00:00,SA1,6.62000000,-8.47000000
2024/11/18 00:00:00,VIC1,4.54000000,-11.90000000
2024/11/18 00:00:00,QLD1,248.31000000,318.95000000
2024/11/18 00:00:00,NSW1,255.40000000,332.65000000
2024/11/19 00:00:00,TAS1,95.52000000,68.21000000
2024/11/19 00:00:00,VIC1,48.80000000,-1.08000000
2024/11/19 00:00:00,SA1,51.28000000,0.60000000
2024/11/19 00:00:00,NSW1,140.49000000,120.85000000
2024/11/19 00:00:00,QLD1,148.12000000,131.62000000
2024/11/20 00:00:00,VIC1,49.30000000,19.13000000
2024/11/20 00:00:00,NSW1,113.57000000,110.89000000
2024/11/20 00:00:00,SA1,52.78000000,21.64000000
2024/11/20 00:00:00,QLD1,160.26000000,158.52000000
2024/11/20 00:00:00,TAS1,97.29000000,85.70000000
2024/11/21 00:00:00,QLD1,149.29000000,143.28000000
2024/11/21 00:00:00,SA1,98.81000000,77.90000000
2024/11/21 00:00:00,TAS1,131.89000000,127.72000000
2024/11/21 00:00:00,NSW1,145.52000000,139.73000000
2024/11/21 00:00:00,VIC1,97.29000000,76.41000000
2024/11/22 00:00:00,VIC1,107.42000000,114.46000000
2024/11/22 00:00:00,NSW1,206.36000000,237.70000000
2024/11/22 00:00:00,TAS1,146.83000000,158.64000000
2024/11/22 00:00:00,QLD1,191.68000000,216.91000000
2024/11/22 00:00:00,SA1,110.66000000,114.27000000
2024/11/23 00:00:00,VIC1,72.18000000,N/A
2024/11/23 00:00:00,QLD1,72.25000000,N/A
2024/11/23 00:00:00,TAS1,128.31000000,N/A
2024/11/23 00:00:00,SA1,86.18000000,N/A
2024/11/23 00:00:00,NSW1,97.20000000,N/A
2024/11/24 00:00:00,TAS1,141.42000000,N/A
2024/11/24 00:00:00,SA1,135.22000000,N/A
2024/11/24 00:00:00,QLD1,76.13000000,N/A
2024/11/24 00:00:00,VIC1,138.67000000,N/A
2024/11/24 00:00:00,NSW1,111.13000000,N/A
2024/11/25 00:00:00,NSW1,154.23000000,154.41000000
2024/11/25 00:00:00,TAS1,165.00000000,170.08000000
2024/11/25 00:00:00,VIC1,168.09000000,177.83000000
2024/11/25 00:00:00,SA1,163.79000000,168.55000000
2024/11/25 00:00:00,QLD1,118.70000000,101.19000000
2024/11/26 00:00:00,NSW1,307.89000000,399.31000000
2024/11/26 00:00:00,QLD1,116.88000000,99.09000000
2024/11/26 00:00:00,SA1,135.73000000,129.75000000
2024/11/26 00:00:00,VIC1,140.37000000,137.46000000
2024/11/26 00:00:00,TAS1,141.56000000,137.47000000
2024/11/27 00:00:00,TAS1,120.46000000,119.35000000
2024/11/27 00:00:00,NSW1,1033.63000000,1576.82000000
2024/11/27 00:00:00,QLD1,124.05000000,122.94000000
2024/11/27 00:00:00,VIC1,67.25000000,42.37000000
2024/11/27 00:00:00,SA1,33.62000000,-8.34000000
2024/11/28 00:00:00,QLD1,137.90000000,138.05000000
2024/11/28 00:00:00,SA1,84.31000000,59.95000000
2024/11/28 00:00:00,TAS1,107.27000000,96.44000000
2024/11/28 00:00:00,NSW1,168.31000000,180.28000000
2024/11/28 00:00:00,VIC1,86.58000000,61.95000000
2024/11/29 00:00:00,QLD1,146.73000000,153.84000000
2024/11/29 00:00:00,VIC1,121.64000000,123.17000000
2024/11/29 00:00:00,SA1,92.80000000,74.19000000
2024/11/29 00:00:00,NSW1,278.84000000,264.01000000
2024/11/29 00:00:00,TAS1,121.48000000,125.08000000
2024/11/30 00:00:00,TAS1,131.77000000,N/A
2024/11/30 00:00:00,QLD1,158.16000000,N/A
2024/11/30 00:00:00,SA1,92.12000000,N/A
2024/11/30 00:00:00,VIC1,137.62000000,N/A
2024/11/30 00:00:00,NSW1,159.41000000,N/A
