C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2019/07/08,09:21:17,0000000310069706,,0000000310069682
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",NEM,473389.93826467,335743.56950292,0.7092
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",NSW1,155849.62991699,119105.29194043,0.7642
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",QLD1,140824.26062466,112406.81928697,0.7982
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",SA1,36429.05847901,5685.45909435,0.1561
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",TAS1,32079.20683901,1.50698105,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/26 00:00:00",VIC1,108207.782405,98544.49220012,0.9107
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",NEM,543350.98730023,364035.66657619,0.67
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",NSW1,187768.75497625,132638.36345795,0.7064
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",QLD1,154254.112044,121517.02404454,0.7878
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",SA1,42220.48421999,9356.77552864,0.2216
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",TAS1,36252.756286,65.45939801,0.0018
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/27 00:00:00",VIC1,122854.87977399,100458.04414705,0.8177
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",NEM,553778.56781335,380167.88580144,0.6865
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",NSW1,190918.860692,143689.97275498,0.7526
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",QLD1,153343.24007334,118373.00082768,0.7719
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",SA1,47653.373376,8025.05217541,0.1684
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",TAS1,35376.83362101,84.00519456,0.0024
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/28 00:00:00",VIC1,126486.260051,109995.85484881,0.8696
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",NEM,554475.242487,383653.29540442,0.6919
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",NSW1,187238.086983,139139.88026119,0.7431
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",QLD1,155776.67837701,121417.96468910,0.7794
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",SA1,46988.75420199,9772.21230258,0.2080
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",TAS1,33702.136357,134.07236704,0.0040
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/29 00:00:00",VIC1,130769.586568,113189.16578451,0.8656
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",NEM,563740.87998542,406421.66793984,0.7209
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",NSW1,198719.54443099,147816.83002272,0.7438
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",QLD1,159620.98874142,125317.39971993,0.7851
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",SA1,36257.170137,14746.29045710,0.4067
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",TAS1,35776.390188,301.66613655,0.0084
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/30 00:00:00",VIC1,133366.78648801,118239.48160354,0.8866
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",NEM,561573.58215369,415460.67745224,0.7398
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",NSW1,197591.294021,155814.82641142,0.7886
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",QLD1,161762.30472768,126369.41118106,0.7812
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",SA1,33493.78385801,15573.55646621,0.4650
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",TAS1,36129.947327,284.15986738,0.0079
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/05/31 00:00:00",VIC1,132596.252220,117418.72352617,0.8855
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",NEM,514144.08408632,390275.38414657,0.7591
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",NSW1,179911.094707,140458.33591362,0.7807
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",QLD1,152582.36374932,120710.15706922,0.7911
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",SA1,34571.071286,14297.05345429,0.4136
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",TAS1,34023.93066401,255.454824,0.0075
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,22,9,"2019/06/01 00:00:00",VIC1,113055.62367999,114554.38288544,1.0133
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",NEM,503315.56094899,384161.70332910,0.7633
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",NSW1,169291.908925,137404.90837799,0.8116
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",QLD1,151561.787712,121211.34487090,0.7997
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",SA1,38322.543969,11874.312066,0.3099
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",TAS1,32200.77612499,143.26741457,0.0044
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/02 00:00:00",VIC1,111938.544218,113527.87059964,1.0142
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",NEM,560641.36940858,398349.72799073,0.7105
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",NSW1,186732.84607225,145184.13265112,0.7775
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",QLD1,157820.35340933,123553.29000918,0.7829
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",SA1,46533.804076,13103.02919135,0.2816
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",TAS1,33452.298801,306.75974086,0.0092
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/03 00:00:00",VIC1,136102.067050,116202.51639822,0.8538
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",NEM,590731.94973915,416350.74091470,0.7048
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",NSW1,208125.60919350,155392.28871653,0.7466
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",QLD1,165212.25765467,126192.80689638,0.7638
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",SA1,41168.4108,15602.60115656,0.3790
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",TAS1,36531.42806799,792.12304099,0.0217
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/04 00:00:00",VIC1,139694.24402299,118370.92110424,0.8474
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",NEM,586502.13067531,424168.81311510,0.7232
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",NSW1,201823.754833,155157.41604025,0.7688
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",QLD1,170031.26081430,133123.64597452,0.7829
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",SA1,41618.169990,17979.48612196,0.4320
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",TAS1,38394.941739,338.69575148,0.0088
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/05 00:00:00",VIC1,134634.00329901,117569.56922689,0.8733
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",NEM,570740.38119057,418627.22065062,0.7335
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",NSW1,189431.48972825,147554.82499271,0.7789
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",QLD1,173300.79374733,132736.34639053,0.7659
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",SA1,39675.964333,18385.13763045,0.4634
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",TAS1,39313.90288401,611.20145308,0.0155
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/06 00:00:00",VIC1,129018.23049798,119339.71018385,0.9250
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",NEM,564125.41916036,414323.13144976,0.7345
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",NSW1,185959.99504276,146821.09055264,0.7895
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",QLD1,172651.56541759,132951.59895718,0.7701
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",SA1,46098.34982101,16126.99773929,0.3498
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",TAS1,40875.093987,676.52213116,0.0166
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/07 00:00:00",VIC1,118540.414892,117746.92206949,0.9933
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",NEM,531398.24919502,390593.13467509,0.7350
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",NSW1,168489.77213374,136368.52830586,0.8094
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",QLD1,164853.03700826,126484.39073650,0.7673
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",SA1,44544.85118101,13003.00450970,0.2919
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",TAS1,36077.615710,442.58916321,0.0123
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,23,10,"2019/06/08 00:00:00",VIC1,117432.97316201,114294.62195982,0.9733
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",NEM,491469.79437776,367314.01229038,0.7474
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",NSW1,155832.73047299,131583.71832488,0.8444
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",QLD1,151576.68313877,117247.52410998,0.7735
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",SA1,37290.705524,5508.87741295,0.1477
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",TAS1,27488.662709,85.55060184,0.0031
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/09 00:00:00",VIC1,119281.012533,112888.34184073,0.9464
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",NEM,494284.04850415,355347.72723224,0.7189
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",NSW1,155212.740922,121760.05570520,0.7845
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",QLD1,153481.76876816,117607.50933635,0.7663
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",SA1,35979.906939,7754.94812602,0.2155
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",TAS1,30017.001585,161.53866061,0.0054
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/10 00:00:00",VIC1,119592.63028999,108063.67540406,0.9036
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",NEM,521042.33653025,378385.54068386,0.7262
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",NSW1,162321.381498,132150.52818793,0.8141
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",QLD1,157420.19845925,120669.87504419,0.7665
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",SA1,39506.539617,9452.43218662,0.2393
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",TAS1,35267.32989299,285.42005419,0.0081
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/11 00:00:00",VIC1,126526.88706301,115827.28521093,0.9154
D,BILLING,BILLING_CO2E_PUBLICATION,1,2019,24,9,"2019/06/12 00:00:00",NEM,535534.80402932,377820.77854184,0.7055
