"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2024.06.08","X00.00.09","X0000000422225384","X","X0000000422225337"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","BARCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","BUTLERSG","-0.000002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","BWTR1","4.115520",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CAPTL_WF","41.485008",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CHALLHWF","33",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CLOVER","13.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CLUNY","2.162051",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CONDONG1","26.76",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","CULLRGWF","12.91",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","DIAPURWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","GB01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","GERMCRK","18.124001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","GRIFSF1","0.001526",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","KEPBG1","1.93",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","LRSF1","0.0360",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","MBAHNTH","50.662491",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","MLSP1","1.0260",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","MLWF1","13.110001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","PALOONA","29.349998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","PIONEER","24.60",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","PORTWF","107.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","REPULSE","2.222324",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","RPCG","-0.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","SHOAL1","28.75",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","WAUBRAWF","73.296997",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","WOOLNTH1","26.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","YAMBUKWF","21.799999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:05:00","YSWF1","9.80",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","BARCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","BUTLERSG","-0.000002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","BWTR1","3.772560",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CAPTL_WF","42.594398",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CHALLHWF","34.400002",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CLOVER","13.35",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CLUNY","2.081483",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CONDONG1","26.709999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","CULLRGWF","15.18",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","DIAPURWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","GB01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","GERMCRK","19.43",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","GRIFSF1","0.001526",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","HUGSF1","-0.0130",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","KEPBG1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","LRSF1","0.0360",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","MBAHNTH","51.431259",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","MLSP1","1.0260",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","MLWF1","12.24",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","PALOONA","28.939999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","PIONEER","24.60",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","PORTWF","107.099998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","REPULSE","2.393225",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/05/01 18:30:00","ROWALLAN","0",NA,NA,NA
