C,SETP.WORLD,DVD_DISPATCH_UNIT_SCADA,AEMO,PUBLIC,DUID,9:36:25,1.74E+12,MONTHLY_ARCHIVE,1.74E+12
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,STUBSF2,0.00458,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,STWF1,121.35134,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,SUNRSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,SUNTPSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,SWAN_E,-0.58,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TALWA1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TALWB1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARALGA1,2.40787,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARONG#1,209,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARONG#2,209.3,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARONG#3,210,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARONG#4,210.10001,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TARRALEA,67.1,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TB2B1,5.86235,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TB2SF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TBSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TIB1,0.21,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TNPS1,348.25,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TORRB1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TORRB2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TORRB3,40,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TORRB4,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TREVALLN,16.89488,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TRIBUTE,85.71,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TULLYSM1,-0.2,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TUMUT3,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TUNGATIN,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TVCC201,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,TVPP104,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,UPPTUMUT,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,URANQ11,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,URANQ12,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,URANQ13,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,URANQ14,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VBB1,41.4,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VP5,597.45477,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VP6,545.96393,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS3,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS4,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS5,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,VPGS6,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,W/HOE#1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,W/HOE#2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WAGGNSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WALGRV1,-0.59478,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WANDB1,61.62648,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WANDSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WARWSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WARWSF2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WATERLWF,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WAUBRAWF,68.403999,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WDBESS1,-2.138,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WDGPH1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WELLSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WELNSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WEMENSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WGWF1,0.1,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WHITSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WINTSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WKIEWA1,25.8,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WKIEWA2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WLWLSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WLWLSF2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WOLARSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WOODLWN1,0.7339,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WOOLGSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WOOLNTH1,21.75,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WPWF,49.26,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WRSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WRWF1,78.79149,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WSTWYSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WTAHB1,-4.29313,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WUNUSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,WYASF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YABULU,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YABULU2,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YAMBUKWF,0.4,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YARANSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YARWUN_1,138.98999,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YATSF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YENDWF1,9.88,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YSWF1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YWPS1,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YWPS2,360.5,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YWPS3,384.75,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:25,YWPS4,0,1/01/2025 0:20,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,AGLSOM,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ADPBA1,3.991,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ADPPV1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,AGLHAL,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ANGAST1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ARWF1,92.8,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,AVLSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BALB1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BALDHWF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BANGOWF1,25.99893,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BANGOWF2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BANN1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BARCALDN,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BARCSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BARKIPS1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BARRON-1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BARRON-2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BASTYAN,76.14001,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BBATTERY1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BBTHREE1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BBTHREE2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BBTHREE3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BDL01,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BDL02,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BERYLSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BHB1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BLOWERNG,55,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BLUEGSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BLUFF1,0.3,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BLYTHB1,-0.56,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BNGSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BNGSF2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BOCORWF1,6.57,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BODWF1,73.84087,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BOLIVPS1,0.00001,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BOMENSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BOWWBA1,0.703,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BOWWPV1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR5,0.18128,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR6,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRAEMAR7,0.02014,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BROKENH1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRYB1WF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BRYB2WF2,0.61952,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BULBES1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BULGANA1,143.46001,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BUTLERSG,9.499998,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BW01,658.03009,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BW02,379.77875,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BW03,683.34784,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BW04,683.54315,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,BWTR1,12.97532,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CALL_B_1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CALL_B_2,321.39999,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CAPBES1,0.01,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CAPTL_WF,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CATHROCK,8.6,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CBWWBA1,1.299,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CETHANA,79.92262,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CG1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CG2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CG3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CG4,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CHALLHWF,9.2,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CHBESS1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CHILDSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CHYTWF1,47.42,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLARESF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLEMGPWF,5.61873,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLERMSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLOVER,13.06,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLRKCWF1,1.57638,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CLUNY,7.47219,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CNUNDAWF,0.20023,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,COHUNSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,COLEASF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,COLUMSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,COLWF01,30.79728,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CONDONG1,23.690001,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,COOPGWF1,293.32999,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CPP_3,402.875,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CPP_4,396,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CPSA,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CROOKWF2,6.25315,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CROOKWF3,3.78386,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CROWLWF1,12.94131,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CRURWF1,42.4966,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CRWASF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CSPVPS1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CTHLWF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,CULLRGWF,8.39,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DALNTH1,6.03799,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DARLSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DARTM1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DAYDSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DDPS1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DDSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DEVILS_G,62.87545,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DG_NSW1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DG_QLD1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DG_SA1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DG_TAS1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DG_VIC1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DIAPURWF1,4.3,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DPNTB1,0.0015,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DRYCGT1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DRYCGT2,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DRYCGT3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DULAWF1,162.89999,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DUNDWF1,4,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DUNDWF2,1.32,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,DUNDWF3,1.48,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,EDENVSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,EILDON1,59.48,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,EILDON2,0.04,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ELAINWF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,EMERASF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ER01,583.02893,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ER02,580.00153,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ER03,679.07532,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ER04,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,ERGT01,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,FINLYSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,FISHER,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,FLYCRKWF,115.92001,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GANGARR1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GANNB1,-0.07953,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GANNSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GB01,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GERMCRK,19.702999,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GIRGSF,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GLENSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GLRWNSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GNNDHSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GOONSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GORDON,33.19753,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GPWFEST1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GPWFEST2,0.15,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GPWFEST3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GRANWF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GREENB1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GRIFSF1,0.001526,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE2,220.16504,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE3,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE4,240.05762,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE5,260.2373,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSTONE6,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSWF1A,4.09,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GSWF1B1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GULLRSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GULLRWF1,19.8647,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GULLRWF2,32.48145,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GUNNING1,11.42074,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,GUTHEGA,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HALLWF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HALLWF2,0.24,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HAMISF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HAUGHT11,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HAYMSF1,0,1/01/2025 0:25,,
D,DISPATCH,UNIT_SCADA,1,1/01/2025 0:30,HBESS1,22.2,1/01/2025 0:25,,
