"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2024.04.10","X17.00.07","X0000000416011359","X","X0000000416011312"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","BARCSF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","BUTLERSG","8.799998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","BWTR1","4.401320",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CAPTL_WF","37.027908",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CHALLHWF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CLOVER","-0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CLUNY","4.286107",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CONDONG1","26.040001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","CULLRGWF","6.66",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","DIAPURWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","GB01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","GRIFSF1","0.001526",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","HUGSF1","-0.1820",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","KEPBG1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","LRSF1","-0.0320",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","MBAHNTH","53.6250",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","MLSP1","0.0370",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","MLWF1","0.0150",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","PIONEER","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","PORTWF","-0.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","REPULSE","9.124285",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","RPCG","17.90",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","RUBICON","0.4950",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","SHOAL1","32.224998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","WAUBRAWF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","WOOLNTH1","29.27",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","YAMBUKWF","-0.20",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 06:10:00","YSWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","BARCSF1","3.90",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","BUTLERSG","8.699999",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","BWTR1","4.058360",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","CAPTL_WF","70.383888",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","CHALLHWF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","CLOVER","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/03/01 07:05:00","CLUNY","9.100939",NA,NA,NA
