"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2024.12.09","X13.05.13","X001733713513340","MONTHLY_ARCHIVE","X001733713513340.1"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE","LASTCHANGED",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","ADPBA1","-0.006","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","ADPPV1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","AGLHAL","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","AGLSOM","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","ANGAST1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","ARWF1","107","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","AVLSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BALB1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BALDHWF1","43.324","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BANGOWF1","27.99603","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BANGOWF2","16.59793","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BANN1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BARCALDN","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BARCSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BARKIPS1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BARRON-1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BARRON-2","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BASTYAN","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BBATTERY1","-0.60599","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BBTHREE1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BBTHREE2","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BBTHREE3","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BDL01","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BDL02","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BERYLSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BHB1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BLOWERNG","57","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BLUEGSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BLUFF1","1","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BLYTHB1","-0.46","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BNGSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BNGSF2","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BOCORWF1","6.03","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BODWF1","11.07111","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BOLIVPS1","0.00001","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BOMENSF1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BOWWBA1","-0.002","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BOWWPV1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR2","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR3","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR5","0.05036","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR6","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRAEMAR7","0.12085","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BROKENH1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRYB1WF1","17.77676","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BRYB2WF2","19.56512","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BULBES1","0","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BULGANA1","128.86","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BUTLERSG","9.599998","",NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2024/11/01 00:05:00","BW01","656.95581","",NA,NA
