C,SETP.WORLD,DVD_BILLING_CO2E_PUBLICATION,AEMO,PUBLIC,2024/10/08,09:35:36,001728344136902,MONTHLY_ARCHIVE,001728344136902
I,BILLING,BILLING_CO2E_PUBLICATION,1,CONTRACTYEAR,WEEKNO,BILLRUNNO,SETTLEMENTDATE,REGIONID,SENTOUTENERGY,GENERATOREMISSIONS,INTENSITYINDEX
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",NEM,462054.07986715,253589.42119215,0.5488
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",NSW1,130744.98825753,74501.90528608,0.5698
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",QLD1,140945.58683496,90983.79853434,0.6455
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",SA1,37461.13228569,1501.0002103,0.0401
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",TAS1,32069.97481555,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/15 00:00:00",VIC1,120832.39767342,86602.71716143,0.7167
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",NEM,495410.81843653,278467.58279117,0.5621
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",NSW1,145427.26613471,81876.96903534,0.563
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",QLD1,148512.11094053,95121.81515112,0.6405
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",SA1,31813.40246094,3105.0981505,0.0976
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",TAS1,34835.58082741,15.62251213,0.0004
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/16 00:00:00",VIC1,134822.45807294,98348.07794208,0.7295
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",NEM,483140.87922587,282420.37141508,0.5846
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",NSW1,144260.98196485,83730.44608464,0.5804
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",QLD1,150969.82030191,95701.40023299,0.6339
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",SA1,24558.28076775,5426.90693598,0.221
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",TAS1,38063.20035647,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/17 00:00:00",VIC1,125288.59583489,97561.61816147,0.7787
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",NEM,475430.77302128,252639.36311362,0.5314
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",NSW1,142960.09945085,74861.93953697,0.5237
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",QLD1,140806.29492296,91988.59655002,0.6533
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",SA1,27301.97174318,3394.07491709,0.1243
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",TAS1,33349.36042201,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/18 00:00:00",VIC1,131013.04648228,82394.75210954,0.6289
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",NEM,491997.16346028,260560.73558013,0.5296
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",NSW1,147250.0527608,73838.96426484,0.5015
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",QLD1,137630.53060803,93835.73953711,0.6818
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",SA1,32737.39825744,2978.35846109,0.091
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",TAS1,34954.27712847,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/19 00:00:00",VIC1,139424.90470554,89907.67331709,0.6448
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",NEM,489710.32000715,253199.75286725,0.517
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",NSW1,138726.15697198,74795.70141765,0.5392
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",QLD1,144164.39409508,95931.05595801,0.6654
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",SA1,34667.25477024,2011.4610925,0.058
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",TAS1,32877.54486699,0,0
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/20 00:00:00",VIC1,139274.96930286,80461.53439909,0.5777
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/21 00:00:00",NEM,451258.57871949,239017.31309208,0.5297
D,BILLING,BILLING_CO2E_PUBLICATION,1,2024,38,9,"2024/09/21 00:00:00",NSW1,127770.0098447,70974.26932677,0.5555
