"C","SETP.WORLD","DVD_DISPATCH_UNIT_SCADA","AEMO","PUBLIC","X2018.02.08","X00.00.05","X0000000291780472","X","X0000000291780424"
"I","DISPATCH","UNIT_SCADA",1,"SETTLEMENTDATE","DUID","SCADAVALUE",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","BARCSF1","1.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","BUTLERSG","9.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CAPTL_WF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CATHROCK","4.27",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CHALLHWF","0.20",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CLOVER","-0.01",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CLUNY","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CNUNDAWF","13.916234",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","CULLRGWF","-0.02",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","GB01","0.090363",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","GERMCRK","33.200001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","LKBONNY1","17.326017",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","MBAHNTH","51.618744",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","MLSP1","0.107001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","MLWF1","1.17",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","MTMILLAR","12.553493",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","PIONEER","-0.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","PORTWF","70.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","REPULSE","11.966539",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","RPCG","10.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","STARHLWF","2.199359",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","WAUBRAWF","73.794998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","WOOLNTH1","95.260017",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","WPWF","6",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","YAMBUKWF","2.50",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:05:00","YSWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","BARCSF1","1.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","BUTLERSG","9.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CALL_A_4","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CAPTL_WF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CATHROCK","3.72",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CHALLHWF","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CLOVER","-0.02",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CLUNY","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CNUNDAWF","9.911562",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","CULLRGWF","-0.04",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","ERGT01","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","GB01","0.096855",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","GERMCRK","33",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","INVICTA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","LKBONNY1","10.359886",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","MBAHNTH","51.675003",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","MLSP1","0.107001",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","MLWF1","1.7250",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","MTMILLAR","11.370324",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","PALOONA","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","PIONEER","-0.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","PORTWF","66.800003",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","REPULSE","11.413945",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","ROWALLAN","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","ROYALLA1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","RPCG","10.40",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","RUBICON","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","STARHLWF","2.199359",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","WAUBRAWF","66.9580",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","WOOLNTH1","99.510017",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","WPWF","6",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","YAMBUKWF","2.70",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:10:00","YSWF1","0",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:15:00","BARCSF1","1.30",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:15:00","BUTLERSG","9.599998",NA,NA,NA
"D","DISPATCH","UNIT_SCADA",1,"2018/01/01 00:15:00","CALL_A_4","0",NA,NA,NA
