C,SETP.WORLD,DVD_TRADINGPRICE,AEMO,PUBLIC,2024/05/07,03:10:17,0000000418736201,
I,TRADING,PRICE,2,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP
D,TRADING,PRICE,2,"2024/04/01 12:55:00",1,NSW1,155,25
D,TRADING,PRICE,2,"2024/04/01 12:55:00",1,VIC1,155,19.19
D,TRADING,PRICE,2,"2024/04/01 12:55:00",1,SA1,155,16.99
D,TRADING,PRICE,2,"2024/04/01 12:55:00",1,QLD1,155,26.24
D,TRADING,PRICE,2,"2024/04/01 12:55:00",1,TAS1,155,54.59
D,TRADING,PRICE,2,"2024/04/01 13:10:00",1,NSW1,158,36.58
D,TRADING,PRICE,2,"2024/04/01 13:10:00",1,VIC1,158,19.19
D,TRADING,PRICE,2,"2024/04/01 13:10:00",1,SA1,158,17.54
D,TRADING,PRICE,2,"2024/04/01 13:10:00",1,QLD1,158,37.95
D,TRADING,PRICE,2,"2024/04/01 13:10:00",1,TAS1,158,54.59
D,TRADING,PRICE,2,"2024/04/01 13:35:00",1,NSW1,163,25
D,TRADING,PRICE,2,"2024/04/01 13:35:00",1,VIC1,163,21.32
D,TRADING,PRICE,2,"2024/04/01 13:35:00",1,SA1,163,19.59
D,TRADING,PRICE,2,"2024/04/01 13:35:00",1,QLD1,163,25.63
D,TRADING,PRICE,2,"2024/04/01 13:35:00",1,TAS1,163,54.11
D,TRADING,PRICE,2,"2024/04/01 13:40:00",1,NSW1,164,22.59
D,TRADING,PRICE,2,"2024/04/01 13:40:00",1,VIC1,164,19.19
D,TRADING,PRICE,2,"2024/04/01 13:40:00",1,SA1,164,17.54
D,TRADING,PRICE,2,"2024/04/01 13:40:00",1,QLD1,164,22.65
D,TRADING,PRICE,2,"2024/04/01 13:40:00",1,TAS1,164,54.11
D,TRADING,PRICE,2,"2024/04/01 14:10:00",1,NSW1,170,49.18
D,TRADING,PRICE,2,"2024/04/01 14:10:00",1,VIC1,170,40.84
D,TRADING,PRICE,2,"2024/04/01 14:10:00",1,SA1,170,-18.11
D,TRADING,PRICE,2,"2024/04/01 14:10:00",1,QLD1,170,48.55
D,TRADING,PRICE,2,"2024/04/01 14:10:00",1,TAS1,170,54.11
D,TRADING,PRICE,2,"2024/04/02 09:05:00",1,NSW1,109,25
D,TRADING,PRICE,2,"2024/04/02 09:05:00",1,VIC1,109,-37.86
D,TRADING,PRICE,2,"2024/04/02 09:05:00",1,SA1,109,-36.44
D,TRADING,PRICE,2,"2024/04/02 09:05:00",1,QLD1,109,-0.01
D,TRADING,PRICE,2,"2024/04/02 09:05:00",1,TAS1,109,11.54
D,TRADING,PRICE,2,"2024/04/02 09:20:00",1,NSW1,112,25
D,TRADING,PRICE,2,"2024/04/02 09:20:00",1,VIC1,112,-37.44
D,TRADING,PRICE,2,"2024/04/02 09:20:00",1,SA1,112,-33.84
D,TRADING,PRICE,2,"2024/04/02 09:20:00",1,QLD1,112,-20.5
D,TRADING,PRICE,2,"2024/04/02 09:20:00",1,TAS1,112,11.54
D,TRADING,PRICE,2,"2024/04/02 12:15:00",1,QLD1,147,38.55
D,TRADING,PRICE,2,"2024/04/02 12:15:00",1,TAS1,147,30.04
D,TRADING,PRICE,2,"2024/04/02 12:20:00",1,NSW1,148,58
D,TRADING,PRICE,2,"2024/04/02 12:20:00",1,VIC1,148,-95.63
D,TRADING,PRICE,2,"2024/04/02 12:20:00",1,SA1,148,-83.72
D,TRADING,PRICE,2,"2024/04/02 12:20:00",1,QLD1,148,38.55
D,TRADING,PRICE,2,"2024/04/02 12:20:00",1,TAS1,148,30.04
D,TRADING,PRICE,2,"2024/04/02 12:25:00",1,NSW1,149,78
D,TRADING,PRICE,2,"2024/04/02 12:25:00",1,VIC1,149,-64.48
D,TRADING,PRICE,2,"2024/04/02 12:25:00",1,SA1,149,-54.64
D,TRADING,PRICE,2,"2024/04/02 12:25:00",1,QLD1,149,36.63
D,TRADING,PRICE,2,"2024/04/02 12:25:00",1,TAS1,149,11.85
D,TRADING,PRICE,2,"2024/04/02 12:30:00",1,NSW1,150,38.65
D,TRADING,PRICE,2,"2024/04/02 12:30:00",1,VIC1,150,-68.88
D,TRADING,PRICE,2,"2024/04/02 12:30:00",1,SA1,150,-59.98
D,TRADING,PRICE,2,"2024/04/02 12:30:00",1,QLD1,150,34.75
D,TRADING,PRICE,2,"2024/04/02 12:30:00",1,TAS1,150,11.52
D,TRADING,PRICE,2,"2024/04/02 12:45:00",1,NSW1,153,25
D,TRADING,PRICE,2,"2024/04/02 12:45:00",1,VIC1,153,-61.8
D,TRADING,PRICE,2,"2024/04/02 12:45:00",1,SA1,153,-54.12
D,TRADING,PRICE,2,"2024/04/02 12:45:00",1,QLD1,153,22.44
D,TRADING,PRICE,2,"2024/04/02 12:45:00",1,TAS1,153,11.46
D,TRADING,PRICE,2,"2024/04/02 12:50:00",1,NSW1,154,12.45
D,TRADING,PRICE,2,"2024/04/02 12:50:00",1,VIC1,154,-61.39
D,TRADING,PRICE,2,"2024/04/02 12:50:00",1,SA1,154,-52.9
D,TRADING,PRICE,2,"2024/04/02 12:50:00",1,QLD1,154,-8.7
D,TRADING,PRICE,2,"2024/04/02 12:50:00",1,TAS1,154,11.52
D,TRADING,PRICE,2,"2024/04/02 13:00:00",1,NSW1,156,89.77
D,TRADING,PRICE,2,"2024/04/02 13:00:00",1,VIC1,156,-64.55
D,TRADING,PRICE,2,"2024/04/02 13:00:00",1,SA1,156,-56.54
D,TRADING,PRICE,2,"2024/04/02 21:15:00",1,NSW1,255,88.88
D,TRADING,PRICE,2,"2024/04/02 21:15:00",1,VIC1,255,83.77
D,TRADING,PRICE,2,"2024/04/02 21:15:00",1,SA1,255,99.98
D,TRADING,PRICE,2,"2024/04/02 21:15:00",1,QLD1,255,92.72
D,TRADING,PRICE,2,"2024/04/02 21:15:00",1,TAS1,255,85.86
D,TRADING,PRICE,2,"2024/04/02 21:20:00",1,NSW1,256,88.88
D,TRADING,PRICE,2,"2024/04/02 21:20:00",1,VIC1,256,83.84
D,TRADING,PRICE,2,"2024/04/02 21:20:00",1,SA1,256,99.98
D,TRADING,PRICE,2,"2024/04/02 21:20:00",1,QLD1,256,95.13
D,TRADING,PRICE,2,"2024/04/02 21:20:00",1,TAS1,256,84.58
D,TRADING,PRICE,2,"2024/04/02 21:25:00",1,NSW1,257,88
D,TRADING,PRICE,2,"2024/04/02 21:25:00",1,VIC1,257,82.99
D,TRADING,PRICE,2,"2024/04/02 21:25:00",1,SA1,257,99.98
D,TRADING,PRICE,2,"2024/04/02 21:25:00",1,QLD1,257,92.81
D,TRADING,PRICE,2,"2024/04/02 21:25:00",1,TAS1,257,84.04
D,TRADING,PRICE,2,"2024/04/02 21:30:00",1,NSW1,258,88
D,TRADING,PRICE,2,"2024/04/02 21:30:00",1,VIC1,258,84.23
D,TRADING,PRICE,2,"2024/04/02 21:30:00",1,SA1,258,101.52
D,TRADING,PRICE,2,"2024/04/02 21:30:00",1,QLD1,258,92.16
D,TRADING,PRICE,2,"2024/04/02 21:30:00",1,TAS1,258,85.06
D,TRADING,PRICE,2,"2024/04/02 21:35:00",1,NSW1,259,100.01
D,TRADING,PRICE,2,"2024/04/02 21:35:00",1,VIC1,259,97.2
D,TRADING,PRICE,2,"2024/04/02 21:35:00",1,SA1,259,117.73
D,TRADING,PRICE,2,"2024/04/02 21:35:00",1,QLD1,259,103.35
D,TRADING,PRICE,2,"2024/04/02 21:35:00",1,TAS1,259,96.81
D,TRADING,PRICE,2,"2024/04/02 21:40:00",1,NSW1,260,89.88
D,TRADING,PRICE,2,"2024/04/02 21:40:00",1,VIC1,260,88.13
D,TRADING,PRICE,2,"2024/04/02 21:40:00",1,SA1,260,139.44
D,TRADING,PRICE,2,"2024/04/02 21:40:00",1,QLD1,260,94.48
D,TRADING,PRICE,2,"2024/04/02 21:40:00",1,TAS1,260,85.96
D,TRADING,PRICE,2,"2024/04/02 21:45:00",1,NSW1,261,88.88
D,TRADING,PRICE,2,"2024/04/02 21:45:00",1,VIC1,261,86.36
D,TRADING,PRICE,2,"2024/04/02 21:45:00",1,SA1,261,105.62
D,TRADING,PRICE,2,"2024/04/02 21:45:00",1,QLD1,261,93.51
D,TRADING,PRICE,2,"2024/04/02 21:45:00",1,TAS1,261,84.93
D,TRADING,PRICE,2,"2024/04/02 21:50:00",1,NSW1,262,88
D,TRADING,PRICE,2,"2024/04/02 21:50:00",1,VIC1,262,85.54
D,TRADING,PRICE,2,"2024/04/02 21:50:00",1,SA1,262,139.44
D,TRADING,PRICE,2,"2024/04/02 21:50:00",1,QLD1,262,91.84
D,TRADING,PRICE,2,"2024/04/02 21:50:00",1,TAS1,262,85.56
D,TRADING,PRICE,2,"2024/04/02 21:55:00",1,NSW1,263,81.48
D,TRADING,PRICE,2,"2024/04/02 21:55:00",1,VIC1,263,77.9
D,TRADING,PRICE,2,"2024/04/02 21:55:00",1,SA1,263,99.98
D,TRADING,PRICE,2,"2024/04/02 21:55:00",1,QLD1,263,85.55
D,TRADING,PRICE,2,"2024/04/02 21:55:00",1,TAS1,263,77.37
D,TRADING,PRICE,2,"2024/04/02 22:00:00",1,NSW1,264,82.59
D,TRADING,PRICE,2,"2024/04/02 22:00:00",1,VIC1,264,78.92
D,TRADING,PRICE,2,"2024/04/02 22:00:00",1,SA1,264,99.98
D,TRADING,PRICE,2,"2024/04/02 22:00:00",1,QLD1,264,85.55
D,TRADING,PRICE,2,"2024/04/02 22:00:00",1,TAS1,264,79.08
D,TRADING,PRICE,2,"2024/04/02 22:05:00",1,NSW1,265,88
D,TRADING,PRICE,2,"2024/04/02 22:05:00",1,VIC1,265,82.25
D,TRADING,PRICE,2,"2024/04/02 22:05:00",1,SA1,265,99.98
D,TRADING,PRICE,2,"2024/04/02 22:05:00",1,QLD1,265,94.5
D,TRADING,PRICE,2,"2024/04/02 22:05:00",1,TAS1,265,60.66
